Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross
2085,8/26/2011,Don't Be Afraid of the Dark,"$25,000,000","$39,126,427","$24,046,682"
3281,8/26/2011,Brighton Rock,"$11,000,000","$229,653","$229,653"
3980,8/26/2011,Our Idiot Brother,"$5,000,000","$25,861,249","$24,814,830"
4520,8/26/2011,Redemption Road,"$2,300,000","$29,384","$29,384"
4963,8/26/2011,Circumstance,"$900,000","$958,978","$454,121"
2376,8/31/2011,The Debt,"$20,000,000","$46,604,054","$31,177,548"
802,9/9/2011,Contagion,"$60,000,000","$137,551,594","$75,658,097"
2113,9/9/2011,Warrior,"$25,000,000","$24,215,385","$13,657,115"
3425,9/9/2011,Bucky Larson: Born to Be a Star,"$10,000,000","$2,529,395","$2,529,395"
4398,9/9/2011,Creature,"$3,000,000","$331,000","$331,000"
4413,9/9/2011,Tanner Hall,"$3,000,000","$5,073","$5,073"
4621,9/9/2011,Grave Encounters,"$2,000,000","$2,151,887",$0
4996,9/9/2011,Kevin Hart: Laugh at My Pain,"$750,000","$7,712,436","$7,706,436"
1556,9/11/2011,J. Edgar,"$35,000,000","$84,606,030","$37,306,030"
1977,9/12/2011,New Year’s Eve,"$26,000,000","$146,850,273","$54,544,638"
2074,9/12/2011,The Sitter,"$25,000,000","$38,749,404","$30,542,576"
2294,9/12/2011,Tinker Tailor Soldier Spy,"$21,000,000","$81,452,811","$24,149,393"
3171,9/12/2011,Young Adult,"$12,000,000","$22,750,356","$16,311,571"
4423,9/13/2011,Never Back Down 2: The Beatdown,"$3,000,000",$0,$0
2126,9/16/2011,Straw Dogs,"$25,000,000","$11,253,821","$10,324,441"
2188,9/16/2011,I Don't Know How She Does It,"$24,000,000","$24,474,463","$9,659,074"
2829,9/16/2011,Drive,"$15,000,000","$78,054,825","$35,060,689"
3653,9/16/2011,Restless,"$8,000,000","$2,772,511","$163,753"
3707,9/16/2011,3,"$7,200,000","$295,492","$59,774"
676,9/23/2011,Killer Elite,"$70,000,000","$65,409,046","$25,124,986"
1030,9/23/2011,Moneyball,"$50,000,000","$111,300,835","$75,605,492"
1480,9/23/2011,Dolphin Tale,"$37,000,000","$96,068,724","$72,286,779"
1572,9/23/2011,Abduction,"$35,000,000","$86,648,359","$28,087,155"
1849,9/23/2011,Machine Gun Preacher,"$30,000,000","$3,721,988","$538,690"
4207,9/23/2011,Red State,"$4,000,000","$1,983,596","$1,065,429"
5258,9/23/2011,Weekend,"$190,000","$1,577,585","$484,592"
1094,9/30/2011,Dream House,"$50,000,000","$41,642,166","$21,302,340"
2431,9/30/2011,What's Your Number?,"$20,000,000","$30,163,785","$14,011,084"
3013,9/30/2011,Margaret,"$14,000,000","$623,292","$47,185"
3606,9/30/2011,50/50,"$8,000,000","$41,334,735","$35,016,118"
4061,9/30/2011,Tucker & Dale vs. Evil,"$5,000,000","$5,476,793","$223,838"
4099,9/30/2011,Take Shelter,"$4,750,000","$4,972,016","$1,728,953"
4542,9/30/2011,Courageous,"$2,000,000","$35,185,884","$34,522,221"
3902,10/5/2011,The Hit List,"$6,000,000",$0,$0
1013,10/6/2011,Super 8,"$50,000,000","$257,972,745","$127,004,179"
4286,10/6/2011,Trolljegeren,"$3,500,000","$5,706,638","$253,444"
2009,10/8/2011,The Help,"$25,000,000","$213,120,004","$169,705,587"
1275,10/14/2011,The Big Year,"$41,000,000","$7,684,524","$7,204,138"
1467,10/14/2011,The Thing,"$38,000,000","$27,501,814","$16,928,670"
1628,10/14/2011,Trespass,"$35,000,000","$786,532","$16,816"
2170,10/14/2011,Footloose,"$24,000,000","$62,989,834","$51,802,742"
3662,10/14/2011,Fireflies in the Garden,"$8,000,000","$3,505,823","$36,884"
431,10/21/2011,The Three Musketeers,"$90,000,000","$139,877,913","$20,377,913"
1223,10/21/2011,Johnny English Reborn,"$45,000,000","$164,539,660","$8,305,970"
3757,10/21/2011,The Mighty Macs,"$7,000,000","$1,891,936","$1,891,936"
3935,10/21/2011,Le Havre,"$5,500,000","$13,480,196","$611,709"
3956,10/21/2011,Paranormal Activity 3,"$5,000,000","$202,053,386","$104,028,807"
4158,10/21/2011,Cargo,"$4,200,000","$313,230",$0
4305,10/21/2011,Margin Call,"$3,400,000","$20,433,227","$5,353,586"
4867,10/21/2011,Martha Marcy May Marlene,"$1,000,000","$5,438,911","$2,981,038"
217,10/28/2011,Puss in Boots,"$130,000,000","$554,987,477","$149,260,504"
1221,10/28/2011,The Rum Diary,"$45,000,000","$21,544,732","$13,109,815"
1554,10/28/2011,In Time,"$35,000,000","$165,103,952","$37,553,932"
1936,10/28/2011,Anonymous,"$27,500,000","$15,815,509","$4,463,292"
5189,10/28/2011,Like Crazy,"$250,000","$3,731,489","$3,395,391"
506,11/2/2011,Just Go With It,"$80,000,000","$214,974,953","$103,028,109"
1490,11/2/2011,Gnomeo and Juliet,"$36,000,000","$193,737,977","$99,967,670"
2091,11/2/2011,The Eagle,"$25,000,000","$36,054,706","$19,490,041"
3034,11/2/2011,Justin Bieber: Never Say Never,"$13,000,000","$99,034,125","$73,013,910"
3402,11/2/2011,Cedar Rapids,"$10,000,000","$7,862,131","$6,861,102"
4733,11/2/2011,MOOZ-lum,"$1,500,000","$372,239","$362,239"
4811,11/2/2011,Certifiably Jonathan,"$1,200,000","$7,826","$7,826"
5344,11/2/2011,Raymond Did It,"$40,000","$3,632","$3,632"
170,11/3/2011,Mars Needs Moms,"$150,000,000","$39,549,758","$21,392,758"
650,11/3/2011,Battle: Los Angeles,"$70,000,000","$213,463,976","$83,552,429"
1258,11/3/2011,Red Riding Hood,"$42,000,000","$91,678,442","$37,662,162"
3207,11/3/2011,Kill the Irishman,"$12,000,000","$1,188,194","$1,188,194"
5167,11/3/2011,3 Backyards,"$300,000","$39,475","$39,475"
559,11/11/2011,Jack and Jill,"$79,000,000","$150,519,217","$74,158,157"
589,11/11/2011,Immortals,"$75,000,000","$211,562,435","$83,504,017"
3503,11/11/2011,Melancholia,"$9,400,000","$21,817,298","$3,030,848"
2322,11/16/2011,The Descendants,"$20,000,000","$175,507,800","$82,624,961"
207,11/18/2011,Happy Feet Two,"$135,000,000","$157,956,466","$64,006,466"
227,11/18/2011,"The Twilight Saga: Breaking Dawn, Part 1","$127,500,000","$689,420,051","$281,287,133"
4232,11/18/2011,Another Happy Day,"$4,000,000","$978,527","$9,120"
78,11/23/2011,Hugo,"$180,000,000","$180,047,784","$73,864,507"
464,11/23/2011,Arthur Christmas,"$85,000,000","$149,717,124","$46,462,469"
1170,11/23/2011,The Muppets,"$45,000,000","$160,971,922","$88,625,922"
2475,11/23/2011,A Dangerous Method,"$20,000,000","$14,807,531","$5,702,083"
3377,11/23/2011,My Week with Marilyn,"$10,000,000","$34,240,572","$14,597,405"
2731,11/25/2011,The Artist,"$16,000,000","$128,256,712","$44,667,095"
5368,11/25/2011,The Ridges,"$17,300",$0,$0
1349,12/8/2011,Final Destination 5,"$40,000,000","$155,011,165","$42,587,643"
1906,12/8/2011,30 Minutes or Less,"$28,000,000","$40,966,716","$37,053,924"
3531,12/8/2011,Glee: The 3D Concert Movie,"$9,000,000","$17,462,398","$11,862,398"
173,12/16/2011,Mission: Impossible—Ghost Protocol,"$145,000,000","$694,713,230","$209,397,903"
240,12/16/2011,Sherlock Holmes: A Game of Shadows,"$125,000,000","$535,663,443","$186,848,418"
497,12/16/2011,Alvin and the Chipmunks: Chipwrecked,"$80,000,000","$349,088,523","$133,107,389"
2141,12/16/2011,Carnage,"$25,000,000","$38,112,154","$2,546,747"
406,12/20/2011,The Girl with the Dragon Tattoo,"$90,000,000","$239,373,970","$102,515,793"
223,12/21/2011,The Adventures of Tintin,"$130,000,000","$373,993,951","$77,591,831"
3690,12/21/2011,Albert Nobbs,"$7,500,000","$8,539,003","$3,014,696"
1029,12/23/2011,We Bought a Zoo,"$50,000,000","$118,729,073","$75,624,550"
3090,12/23/2011,In The Land of Blood and Honey,"$13,000,000","$509,193","$303,877"
652,12/25/2011,War Horse,"$70,000,000","$156,815,529","$79,883,359"
1368,12/25/2011,Extremely Loud and Incredibly Close,"$40,000,000","$55,247,881","$31,847,881"
1632,12/25/2011,The Darkest Hour,"$34,800,000","$62,831,715","$21,443,494"
4980,12/30/2011,Jodaeiye Nader az Simin,"$800,000","$24,426,169","$7,098,492"
3225,12/31/2011,Tu Xia Chuan Qi,"$12,000,000","$1,828,400",$0
3508,12/31/2011,Red Dog,"$9,100,000","$20,927,794",$0
3819,12/31/2011,Tracker,"$6,500,000","$3,149",$0
3901,12/31/2011,Freaky Deaky,"$6,000,000",$0,$0
4085,12/31/2011,We Have Your Husband,"$5,000,000",$0,$0
4104,12/31/2011,Without Men,"$4,700,000",$0,$0
4464,12/31/2011,La Cara Oculta,"$2,600,000","$7,033,931",$0
4642,12/31/2011,True Bromance,"$2,000,000",$0,$0
5217,12/31/2011,Rock the House,"$250,000",$0,$0
5319,12/31/2011,Absentia,"$70,000","$8,555",$0
102,1/6/2012,Snow White and the Huntsman,"$170,000,000","$401,021,746","$155,136,755"
3189,1/6/2012,For Greater Glory,"$12,000,000","$10,026,255","$5,669,081"
4238,1/6/2012,The Loved Ones,"$4,000,000","$12,302",$0
4810,1/6/2012,"Pink Ribbons, Inc.","$1,200,000","$26,608","$26,608"
4905,1/6/2012,Hardflip,"$1,000,000","$96,734","$96,734"
200,1/10/2012,The Croods,"$135,000,000","$573,068,425","$187,168,425"
1932,1/13/2012,Joyful Noise,"$27,500,000","$31,157,914","$30,932,113"
2031,1/13/2012,Contraband,"$25,000,000","$98,406,855","$66,528,000"
2976,1/13/2012,The Iron Lady,"$14,000,000","$115,592,104","$29,959,436"
3759,1/13/2012,We Need to Talk About Kevin,"$7,000,000","$10,765,283","$1,738,692"
4412,1/13/2012,The Divide,"$3,000,000","$156,362","$18,000"
5382,1/13/2012,Newlyweds,"$9,000","$4,584","$4,584"
365,1/20/2012,Jin líng shí san chai,"$100,000,000","$98,227,017","$311,434"
659,1/20/2012,Underworld: Awakening,"$70,000,000","$160,379,930","$62,321,039"
886,1/20/2012,Red Tails,"$58,000,000","$50,365,498","$49,876,377"
2209,1/20/2012,Haywire,"$23,000,000","$36,374,700","$18,942,396"
3444,1/20/2012,Coriolanus,"$10,000,000","$1,049,641","$749,641"
1261,1/27/2012,One for the Money,"$42,000,000","$36,197,221","$26,414,527"
1266,1/27/2012,Man on a Ledge,"$42,000,000","$45,688,337","$18,620,000"
2041,1/27/2012,The Grey,"$25,000,000","$81,249,176","$51,580,136"
698,2/3/2012,Doctor Seuss' The Lorax,"$67,500,000","$350,976,753","$214,030,500"
3137,2/3/2012,Project X,"$12,000,000","$103,028,188","$54,731,865"
4403,2/3/2012,Tim and Eric's Billion Dollar Movie,"$3,000,000","$223,652","$201,436"
111,2/11/2012,Wreck-It Ralph,"$165,000,000","$496,511,521","$189,412,677"
1693,2/11/2012,Flight,"$31,000,000","$160,558,438","$93,772,375"
2775,2/11/2012,Vamps,"$16,000,000","$94,812","$3,361"
2870,2/11/2012,The Man with the Iron Fists,"$15,000,000","$22,018,988","$15,634,090"
732,2/17/2012,This Means War,"$65,000,000","$156,974,557","$54,760,791"
898,2/17/2012,Ghost Rider: Spirit of Vengeance,"$57,000,000","$149,217,355","$51,774,002"
2208,2/17/2012,Kari gurashi no Arietti,"$23,000,000","$151,496,097","$19,192,510"
1661,2/24/2012,Wanderlust,"$32,500,000","$24,159,934","$17,288,155"
2972,2/24/2012,Tyler Perry's Good Deeds,"$14,000,000","$35,579,177","$35,025,791"
3131,2/24/2012,Act of Valor,"$12,000,000","$82,497,035","$70,012,847"
1393,3/2/2012,Big Miracle,"$40,000,000","$25,268,680","$20,157,300"
2812,3/2/2012,The Woman in Black,"$15,000,000","$128,955,898","$54,333,290"
3134,3/2/2012,Chronicle,"$12,000,000","$123,681,790","$64,575,175"
4676,3/2/2012,Dysfunctional Friends,"$1,800,000",$0,$0
4991,3/2/2012,Kill List,"$800,000","$462,206","$29,063"
4999,3/2/2012,The Innkeepers,"$750,000","$1,011,535","$78,396"
5089,3/4/2012,Enter Nowhere,"$500,000",$0,$0
26,3/7/2012,The Amazing Spider-Man,"$220,000,000","$757,890,267","$262,030,663"
5177,3/7/2012,Some Guy Who Kills People,"$300,000",$0,$0
249,3/8/2012,Total Recall,"$125,000,000","$211,856,088","$58,877,969"
2243,3/8/2012,Diary of a Wimpy Kid: Dog Days,"$22,000,000","$77,229,695","$49,008,662"
4976,3/8/2012,Celeste and Jesse Forever,"$840,000","$3,787,689","$3,103,407"
1247,3/16/2012,21 Jump Street,"$42,000,000","$202,812,429","$138,447,667"
3415,3/16/2012,"Jeff, Who Lives at Home","$10,000,000","$4,708,127","$4,269,426"
3863,3/16/2012,Casa de mi Padre,"$6,000,000","$8,446,952","$5,909,483"
5325,3/16/2012,The FP,"$60,000",$0,$0
4235,3/20/2012,A Lonely Place to Die,"$4,000,000","$442,550",$0
4935,3/20/2012,Snow White: A Deadly Summer,"$1,000,000",$0,$0
486,3/23/2012,The Hunger Games,"$80,000,000","$677,923,379","$408,010,692"
4826,3/23/2012,Serbuan maut,"$1,100,000","$9,297,407","$4,105,123"
4861,3/23/2012,October Baby,"$1,000,000","$5,391,992","$5,355,847"
163,3/30/2012,Wrath of the Titans,"$150,000,000","$305,270,083","$83,670,083"
457,3/30/2012,Mirror Mirror,"$85,000,000","$173,613,482","$64,935,167"
3092,3/30/2012,Womb,"$13,000,000",$0,$0
4633,3/30/2012,The Legend of Hell’s Gate: An American Conspiracy,"$2,000,000",$0,$0
22,4/5/2012,The Avengers,"$225,000,000","$1,519,479,547","$623,279,547"
3118,4/5/2012,A Little Bit of Heaven,"$12,500,000","$1,100,287","$10,011"
3284,4/5/2012,LOL,"$11,000,000","$10,431,506",$0
3318,4/5/2012,The Best Exotic Marigold Hotel,"$10,000,000","$134,639,780","$46,383,639"
1766,4/13/2012,The Three Stooges,"$30,000,000","$54,052,249","$44,338,224"
1773,4/13/2012,The Cabin in the Woods,"$30,000,000","$70,768,144","$42,073,277"
2429,4/13/2012,Lockout,"$20,000,000","$33,943,049","$14,326,865"
3487,4/13/2012,Detention,"$10,000,000",$0,$0
4806,4/13/2012,Blue Like Jazz,"$1,200,000","$595,018","$595,018"
4957,4/13/2012,L!fe Happens,"$930,000","$30,905","$30,905"
2033,4/20/2012,The Lucky One,"$25,000,000","$96,633,833","$60,457,138"
3124,4/20/2012,Think Like a Man,"$12,000,000","$113,373,764","$91,547,205"
3209,4/20/2012,Darling Companion,"$12,000,000","$1,200,346","$793,352"
954,4/27/2012,The Pirates! Band of Misfits,"$55,000,000","$136,143,605","$31,051,126"
1651,4/27/2012,Safe,"$33,000,000","$41,495,213","$17,142,080"
1796,4/27/2012,The Five-Year Engagement,"$30,000,000","$61,623,819","$28,700,285"
1991,4/27/2012,The Raven,"$26,000,000","$30,601,801","$16,008,272"
3858,4/27/2012,Bernie,"$6,000,000","$10,106,975","$9,204,489"
3946,4/27/2012,Hodejegerne,"$5,250,000","$20,188,740","$1,200,010"
4965,4/27/2012,The Giant Mechanical Man,"$900,000","$7,396","$7,396"
5282,4/27/2012,Sound of My Voice,"$135,000","$429,448","$408,015"
3156,5/7/2012,Katy Perry: Part of Me,"$12,000,000","$32,700,439","$25,326,071"
1161,5/10/2012,Taken 2,"$45,000,000","$377,807,404","$139,854,287"
1439,5/10/2012,Frankenweenie,"$39,000,000","$81,150,788","$35,287,788"
3116,5/10/2012,The Paperboy,"$12,500,000","$3,522,153","$677,200"
3658,5/10/2012,Wuthering Heights,"$8,000,000","$2,721,534","$100,915"
3910,5/10/2012,Trade of Innocents,"$5,800,000","$15,091","$15,091"
730,5/16/2012,The Dictator,"$65,000,000","$180,148,897","$59,650,222"
34,5/18/2012,Battleship,"$209,000,000","$305,218,228","$65,233,400"
1473,5/18/2012,What to Expect When You're Expecting,"$37,500,000","$120,925,697","$41,152,203"
3561,5/18/2012,Polisse,"$8,900,000","$22,744,132","$176,988"
4829,5/18/2012,Beyond the Black Rainbow,"$1,100,000","$56,491","$56,491"
5306,5/18/2012,Indie Game: The Movie,"$100,000",$0,$0
29,5/25/2012,Men in Black 3,"$215,000,000","$654,213,485","$179,020,854"
2730,5/25/2012,Moonrise Kingdom,"$16,000,000","$68,582,095","$45,512,466"
3287,5/25/2012,Les Intouchables,"$10,800,000","$484,873,045","$13,182,281"
4847,5/25/2012,Chernobyl Diaries,"$1,000,000","$42,411,721","$18,119,640"
4841,6/1/2012,The Devil Inside,"$1,000,000","$101,759,490","$53,262,945"
5047,6/3/2012,High Road,"$546,173",$0,$0
1041,6/4/2012,American Reunion,"$50,000,000","$236,799,211","$56,758,835"
4393,6/4/2012,Damsels in Distress,"$3,000,000","$1,324,299","$1,007,535"
1194,6/7/2012,Savages,"$45,000,000","$80,594,860","$47,323,100"
668,6/15/2012,Rock of Ages,"$70,000,000","$61,031,932","$38,518,613"
896,6/15/2012,That's My Boy,"$57,500,000","$58,085,235","$36,931,089"
5287,6/15/2012,Your Sister's Sister,"$120,000","$3,090,593","$1,597,486"
69,6/22/2012,Brave,"$185,000,000","$554,606,532","$237,282,182"
700,6/22/2012,Abraham Lincoln: Vampire Hunter,"$67,500,000","$137,489,730","$37,519,139"
2283,6/22/2012,To Rome with Love,"$21,500,000","$74,326,015","$16,684,352"
3399,6/22/2012,Seeking a Friend for the End of the World,"$10,000,000","$11,766,959","$7,078,738"
4663,6/27/2012,Beasts of the Southern Wild,"$1,800,000","$23,265,132","$12,795,746"
1003,6/29/2012,Ted,"$50,000,000","$556,016,627","$218,665,740"
2331,6/29/2012,Tyler Perry's Madea's Witness Protection,"$20,000,000","$66,950,887","$65,653,242"
2756,6/29/2012,People Like Us,"$16,000,000","$12,519,804","$12,431,792"
3710,6/29/2012,Magic Mike,"$7,000,000","$170,549,753","$113,721,571"
2484,7/9/2012,The Cold Light of Day,"$20,000,000","$25,361,206","$3,763,583"
3857,7/9/2012,The Words,"$6,000,000","$16,369,708","$11,494,838"
3913,7/9/2012,The Inbetweeners,"$5,700,000","$86,051,320","$35,955"
4396,7/9/2012,Bachelorette,"$3,000,000","$12,577,401","$446,770"
4817,7/9/2012,Crowsnest,"$1,200,000",$0,$0
3891,7/12/2012,Deadfall,"$6,000,000","$1,673,635","$66,351"
3919,7/12/2012,Khiladi 786,"$5,600,000","$14,683,763","$385,422"
371,7/13/2012,Ice Age: Continental Drift,"$95,000,000","$879,765,137","$161,321,843"
2655,7/13/2012,Red Lights,"$17,700,000","$14,518,884","$49,521"
4470,7/13/2012,2016: Obama’s America,"$2,500,000","$33,349,941","$33,349,941"
5090,7/17/2012,Girls Gone Dead,"$500,000",$0,$0
5,7/20/2012,The Dark Knight Rises,"$275,000,000","$1,084,439,099","$448,139,099"
5225,7/20/2012,Burn,"$225,000","$1,109,276","$1,109,276"
948,7/27/2012,The Watch,"$55,000,000","$67,130,045","$34,353,000"
1647,7/27/2012,Step Up Revolution,"$33,000,000","$165,552,290","$35,074,677"
3436,7/27/2012,Killer Joe,"$10,000,000","$4,659,110","$1,291,645"
172,8/6/2012,Madagascar 3: Europe's Most Wanted,"$145,000,000","$746,921,271","$216,391,482"
246,8/6/2012,Prometheus,"$125,000,000","$402,448,265","$126,477,084"
4998,8/6/2012,Safety Not Guaranteed,"$750,000","$4,422,318","$4,010,957"
1741,8/8/2012,Hope Springs,"$30,000,000","$133,085,295","$63,536,011"
45,8/11/2012,Skyfall,"$200,000,000","$1,110,526,981","$304,360,277"
1336,8/15/2012,The Odd Life of Timothy Green,"$40,000,000","$55,249,159","$51,853,450"
343,8/17/2012,The Expendables 2,"$100,000,000","$311,979,256","$85,028,192"
820,8/17/2012,ParaNorman,"$60,000,000","$108,119,662","$56,003,051"
3352,8/17/2012,Sparkle,"$10,000,000","$24,660,323","$24,397,469"
4094,8/17/2012,The Awakening,"$4,900,000","$6,924,321","$95,933"
4483,8/17/2012,Robot & Frank,"$2,500,000","$4,934,356","$3,317,468"
5184,8/17/2012,Compliance,"$270,000","$830,700","$319,285"
2263,8/22/2012,Hit & Run,"$22,000,000","$17,216,955","$13,749,300"
1586,8/24/2012,Premium Rush,"$35,000,000","$31,393,201","$20,275,446"
2151,8/24/2012,Les petits mouchoirs,"$25,000,000","$48,530,887","$205,505"
2703,8/24/2012,The Apparition,"$17,000,000","$10,637,281","$4,936,819"
4203,8/24/2012,Samsara,"$4,000,000","$5,966,671","$2,672,413"
4816,8/28/2012,Below Zero,"$1,200,000",$0,$0
1984,8/29/2012,Lawless,"$26,000,000","$54,393,637","$37,397,291"
2495,8/29/2012,The Oogieloves in the BIG Balloon Adventure,"$20,000,000","$1,065,907","$1,065,907"
2967,8/31/2012,The Possession,"$14,000,000","$82,925,064","$49,130,588"
4970,8/31/2012,"For a Good Time, Call","$850,000","$1,386,088","$1,251,749"
7,9/3/2012,John Carter,"$275,000,000","$282,778,100","$73,058,679"
1395,9/3/2012,A Thousand Words,"$40,000,000","$20,790,486","$18,450,127"
4551,9/3/2012,Silent House,"$2,000,000","$16,610,760","$12,739,737"
4936,9/10/2012,Truth or Die,"$1,000,000",$0,$0
708,9/11/2012,Lincoln,"$65,000,000","$273,346,281","$182,207,973"
2163,9/11/2012,Dangerous Liaisons,"$24,200,000","$10,447,579","$17,000"
4242,9/11/2012,Replicas,"$4,000,000",$0,$0
5169,9/11/2012,Nothing But a Man,"$300,000","$17,241","$17,241"
738,9/14/2012,Resident Evil: Retribution,"$65,000,000","$238,940,997","$42,345,531"
1474,9/14/2012,The Master,"$37,500,000","$58,792,011","$16,247,159"
1627,9/14/2012,Stolen,"$35,000,000","$17,967,746","$289,773"
3184,9/14/2012,Arbitrage,"$12,000,000","$35,830,713","$7,919,574"
4108,9/14/2012,Barfi,"$4,600,000","$36,751,984","$2,804,874"
4818,9/14/2012,Airborne,"$1,200,000",$0,$0
846,9/21/2012,Trouble with the Curve,"$60,000,000","$47,818,913","$35,763,137"
1220,9/21/2012,Dredd,"$45,000,000","$41,467,606","$13,414,714"
2822,9/21/2012,End of Watch,"$15,000,000","$57,586,606","$41,003,371"
3062,9/21/2012,The Perks of Being a Wallflower,"$13,000,000","$33,069,303","$17,742,948"
3789,9/21/2012,House at the End of the Street,"$6,900,000","$44,103,982","$31,611,916"
447,9/28/2012,Hotel Transylvania,"$85,000,000","$378,505,812","$148,313,048"
1735,9/28/2012,Looper,"$30,000,000","$170,466,405","$66,486,205"
2551,9/28/2012,Won't Back Down,"$19,000,000","$5,714,913","$5,310,554"
2674,9/28/2012,Pitch Perfect,"$17,000,000","$116,044,347","$65,001,093"
5072,9/28/2012,The Other Dream Team,"$500,000","$314,444","$134,109"
449,10/2/2012,Safe House,"$85,000,000","$208,542,162","$126,181,630"
558,10/2/2012,Journey 2: The Mysterious Island,"$79,000,000","$318,146,162","$103,860,290"
1709,10/2/2012,The Vow,"$30,000,000","$197,618,160","$125,014,030"
247,10/8/2012,The Bourne Legacy,"$125,000,000","$280,355,920","$113,203,870"
375,10/8/2012,The Campaign,"$95,000,000","$104,907,746","$86,907,746"
4210,10/17/2012,Holy Motors,"$4,000,000","$4,230,426","$641,054"
1576,10/19/2012,Alex Cross,"$35,000,000","$35,426,759","$25,888,412"
3963,10/19/2012,Paranormal Activity 4,"$5,000,000","$140,619,520","$53,900,335"
4612,10/19/2012,The First Time ,"$2,000,000","$17,061","$17,061"
4859,10/19/2012,The Sessions,"$1,000,000","$11,495,204","$6,002,451"
325,10/26/2012,Cloud Atlas,"$102,000,000","$130,673,154","$27,108,272"
2415,10/26/2012,Silent Hill: Revelation 3D,"$20,000,000","$55,975,672","$17,530,219"
2473,10/26/2012,Chasing Mavericks,"$20,000,000","$8,300,821","$6,002,756"
2996,10/26/2012,Fun Size ,"$14,000,000","$11,166,615","$9,409,538"
4073,10/26/2012,Mientras duermes,"$5,000,000","$9,109,597",$0
4619,10/26/2012,The Ghastly Love of Johnny X,"$2,000,000","$2,436","$2,436"
165,11/5/2012,Dark Shadows,"$150,000,000","$238,202,668","$79,727,149"
4153,11/7/2012,Snabba Cash,"$4,300,000","$10,212,403","$188,870"
3505,11/13/2012,Jab Tak Hai Jaan,"$9,200,000","$5,806,666","$3,047,539"
199,11/16/2012,"The Twilight Saga: Breaking Dawn, Part 2","$136,200,000","$829,724,737","$292,324,737"
1123,11/16/2012,Anna Karenina,"$49,000,000","$71,004,627","$12,816,367"
2284,11/16/2012,Silver Linings Playbook,"$21,000,000","$236,412,453","$132,092,958"
3282,11/16/2012,Le prénom,"$11,000,000","$25,307,405","$61,611"
177,11/21/2012,Rise of the Guardians,"$145,000,000","$306,900,902","$103,412,758"
258,11/21/2012,Life of Pi,"$120,000,000","$607,987,022","$124,987,022"
735,11/21/2012,Red Dawn,"$65,000,000","$48,164,150","$44,806,783"
2523,11/23/2012,De rouille et d’os,"$19,500,000","$29,393,634","$2,061,449"
2872,11/30/2012,Killing Them Softly,"$15,000,000","$39,238,443","$14,945,541"
3403,11/30/2012,The Collection,"$10,000,000","$8,890,094","$6,810,754"
1231,12/10/2012,Argo,"$44,500,000","$227,140,757","$136,025,503"
1255,12/10/2012,Here Comes the Boom,"$42,000,000","$73,239,258","$45,290,318"
3022,12/10/2012,Seven Psychopaths,"$13,500,000","$33,035,736","$15,024,049"
3418,12/10/2012,Atlas Shrugged: Part II,"$10,000,000","$3,336,053","$3,336,053"
4335,12/10/2012,Sinister,"$3,000,000","$87,727,807","$48,086,903"
5238,12/10/2012,Middle of Nowhere,"$200,000","$236,806","$236,806"
13,12/14/2012,The Hobbit: An Unexpected Journey,"$250,000,000","$1,017,003,568","$303,003,568"
5211,12/18/2012,The Frozen,"$250,000",$0,$0
986,12/19/2012,Zero Dark Thirty,"$52,500,000","$134,612,435","$95,720,716"
1358,12/19/2012,The Guilt Trip,"$40,000,000","$41,294,674","$37,134,215"
3493,12/19/2012,Amour,"$9,700,000","$36,787,044","$6,738,954"
799,12/21/2012,Jack Reacher,"$60,000,000","$217,370,736","$80,070,736"
1394,12/21/2012,The Impossible,"$40,000,000","$169,590,606","$19,019,882"
1528,12/21/2012,This is 40,"$35,000,000","$90,221,182","$67,544,505"
2115,12/21/2012,Cirque du Soleil: Worlds Away,"$25,000,000","$28,012,862","$12,512,862"
331,12/25/2012,Django Unchained,"$100,000,000","$449,948,323","$162,805,434"
712,12/25/2012,Les Miserables,"$65,000,000","$442,169,052","$148,809,770"
2025,12/25/2012,Parental Guidance,"$25,000,000","$120,832,383","$77,267,296"
566,12/31/2012,Astérix et Obélix: Au service de Sa Majesté ,"$77,600,000","$60,680,125",$0
1230,12/31/2012,Foodfight!,"$45,000,000","$73,706",$0
2511,12/31/2012,Zambezia,"$20,000,000","$34,454,631",$0
4086,12/31/2012,Should've Been Romeo,"$5,000,000",$0,$0
4243,12/31/2012,The Helpers,"$4,000,000",$0,$0
4246,12/31/2012,How to Fall in Love,"$4,000,000",$0,$0
4538,12/31/2012,Infected,"$2,100,000",$0,$0
4634,12/31/2012,Highway,"$2,000,000",$0,$0
4974,12/31/2012,Snitch,"$850,000",$0,$0
5021,12/31/2012,After,"$650,000",$0,$0
5098,12/31/2012,El rey de Najayo,"$500,000",$0,$0
5326,12/31/2012,Hayride,"$60,000",$0,$0
962,1/2/2013,Bullet to the Head,"$55,000,000","$22,597,969","$9,489,829"
1736,1/2/2013,Warm Bodies,"$30,000,000","$115,121,608","$66,380,662"
3560,1/2/2013,A Haunting in Connecticut 2: The Ghosts of Georgia,"$9,000,000",$0,$0
4720,1/2/2013,The Gatekeepers,"$1,500,000","$2,592,308","$2,408,553"
58,1/3/2013,Jack the Giant Slayer,"$195,000,000","$197,687,603","$65,187,603"
