set_num,name,year,theme_id,num_parts
9694-1,NXT Color Sensor,2010,259,1
9695-1,Mindstorms Education Resource Set,2010,259,817
9696-1,FIRST LEGO League Challenge 2010 - Body Forward v46,2010,398,1515
9697-1,FIRST LEGO League Challenge 2011 - Food Factor,2011,398,2115
9698-1,FIRST LEGO League Challenge 2009 - Smart Move,2009,398,1310
9699-1,FIRST LEGO League Challenge 2008 - Climate Connections,2008,398,842
970004-1,Yellow Band (Pack of 25),2002,524,25
970005-1,9-Volt 1 x 2 Lamp Brick (Pack of 2),2002,524,2
970008-1,1 x 2 Red Bricks (Pack of 50),2002,524,50
970009-1,1 x 2 Blue Plates (Pack of 100),2002,524,100
9700-1,Technic Control Center,1987,529,472
970010-1,Hubs Gray (Pack of 50),2002,525,50
970017-1,14-Tooth Beveled Gears (Pack of 100),2002,525,100
970018-1,Gray Pulley Wheel (Pack of 50),2008,525,50
970021-1,Red Rover Tires and Hubs (4 tires 4 hubs),2002,524,8
970028-1,Shock Absorber (Pack of 10),2002,525,10
970030-1,Lift Arm (Pack of 50),2002,525,50
970036-1,2 x 2 Angle Plate (Pack of 25),2002,524,25
970039-1,Lever Arm (Pack of 50),2002,525,50
970040-1,Caterpillar Hub and Tread (Set of 2 treads 4 Hubs),2002,524,6
970041-1,128 MM Connecting Leads (Pack of 3),2002,525,3
970042-1,Piston Rod (Pack of 75),2002,525,75
970043-1,Small Half Beam (Pack of 100),2002,525,100
970047-1,Large Tire and Hub (2 tires 2 hubs),2002,524,4
970098-1,Special Elements for Control Lab Set,2001,1,122
970-1,Lighting Bricks,1978,473,17
9701-1,Control Lab Building Set,1995,507,565
970110-1,Pneumatic T-Pieces (Pack of 25),2002,525,25
970111-1,Large Lawn Tire & Hub (4 tires 4 hubs),2002,524,8
970112-1,Small Lawn Tire & Hub (4 tires 4 hubs),2002,524,8
970113-1,Tire Pack (Set of 8),2002,524,8
970115-1,1280 mm Connecting Leads (Pack of 3),2002,525,3
970116-1,12 Tooth Double Bevel Gears (Pack of 25),2002,525,25
970117-1,Pneumatic Hand Pump (Pack of 2),2002,525,2
970118-1,Pneumatic Cylinder (Set of 2 small),2002,525,2
970119-1,Pneumatic Tubing Service Pack,2002,525,2
970120-1,Black Bands (Pack of 50),2002,524,25
970121-1,Red Bands (Pack of 25),2002,524,25
970122-1,Small White Bands (Pack of 24),2002,524,24
970-2,47 1/3 elements (plates),1969,371,141
9702-1,Control System Building Set,1993,507,222
970600-1,1 x 2 Plate with Slides (Pack of 100),2002,524,100
970601-1,Small Pulleys (Pack of 100),2002,525,100
970602-1,Bushings (Pack of 100),2002,525,100
970603-1,Connector Pegs (Pack of 100),2002,525,100
970604-1,Friction Connector Pegs (Pack of 100),2002,525,100
970605-1,Long Black Connector Pegs (Pack of 100),2002,525,100
970606-1,Connector Pegs with Axles (Pack of 100),2002,525,100
970607-1,Connector Pegs with Knobs (Pack of 100),2002,525,100
970608-1,Connector Pegs (Pack of 100),2002,525,100
970609-1,2-Stud Axles with Grooves (Pack of 100),2002,525,100
970610-1,3-Stud Axles (Pack of 100),2002,525,100
970611-1,Cross Axles with Knobs (Pack of 100),2002,525,100
970612-1,4-Stud Axles (Pack of 50),2002,525,50
970613-1,5-Stud Axles (Pack of 50),2002,525,50
970614-1,6-Stud Axles (Pack of 50),2002,525,50
970615-1,8-Stud Axles (Pack of 50),2002,525,50
970616-1,10-Stud Axles (Pack of 50),2002,525,50
970617-1,12-Stud Axles (Pack of 50),2002,525,50
970618-1,Axle Extenders (Pack of 50)  {Axle Joiners},2002,525,50
970619-1,Catches {Technic Pole Reverser Handles},2002,525,50
970620-1,8 Tooth Gears (Pack of 100) 'Spur' Gears,2002,525,100
970621-1,12 Tooth Bevel Gears (Pack of 50),2002,525,50
970622-1,16 Tooth Gears (Pack of 50),2002,525,50
970623-1,20 Tooth Double Bevel Gears (Pack of 25),2002,525,25
970624-1,24-Tooth Crown Gears,2003,525,50
970625-1,24 Tooth Gears (Pack of 50),2002,525,50
970626-1,Technic Clutches,2003,525,10
970627-1,40 Tooth Gears (Pack of 25),2002,525,25
970628-1,Cross Blocks (Pack of 50),2002,525,50
970629-1,Catches with Cross Holes (Pack of 50),2002,525,50
970630-1,Pulleys (For micromotor pack of 10),2002,525,10
970631-1,Bricks with Cross (axle) Holes (Pack of 50),2002,525,50
970632-1,1 x 2 Beams,2002,525,50
970633-1,1 x 4 Beams,2002,525,30
970634-1,1 x 6 Beams,2002,525,30
970635-1,1 x 8 Beams,2002,525,20
970636-1,1 x 10 Beams,2002,525,20
970637-1,1 x 12 Beams,2002,525,10
970638-1,1 x 16 Beams,2002,525,10
970639-1,2 x 2 Skid Plates (Pack of 50),2002,524,50
970640-1,Tacho Wheels (Pack of 20),2002,525,20
970641-1,Gear Casings (Pack of 10 contained 20 prior to 2005 Dacta catalog),2002,525,10
970643-1,Bobbins {Technic Reels},2002,525,25
970645-1,Chain Links,2003,525,100
970646-1,Gear Blocks (Pack of 5),2002,525,5
970653-1,Pole Reversing Switch,2003,524,1
970654-1,9-Volt Connecting Leads (One each of 128mm 256 mm 1280 mm),2002,525,3
970658-1,Air Storage Tanks,2002,525,2
970659-1,Pneumatic Parts,2002,525,5
970660-1,O-Ring and Pulley Wheels,2002,525,50
970661-1,Skeleton and Ghost for Amusement Park Set,2002,524,70
970662-1,Steering Wheels (Pack of 25),2002,525,25
970663-1,Pneumatic Switch (Pack of 5),2002,525,5
970665-1,Universal Joints (Pack of 10),2002,525,10
970669-1,Special Elements for Simple Machines Set,2002,524,49
970670-1,Special Elements for Team Challenge Set,2002,524,288
970671-1,Special Elements for Cities and Transportation Set,2002,524,119
970672-1,Special Elements for Amusement Park Set,2002,524,78
970673-1,Special Elements for ROBO Technology Set,2002,524,71
970674-1,Car Project Set,2002,524,79
970675-1,House Project Set,2002,524,80
970676-1,Bug Project Set,2002,524,83
970677-1,Gadget Project Set,2002,524,48
970678-1,Special Elements for eLAB Renewable Energy Set,2002,524,315
970679-1,Special Elements For Mechanical Engineering Set,2004,524,130
970680-1,Special Elements for Early Simple Machines Set,2002,524,19
970683-1,Black Plates - Large Package,2002,524,165
970684-1,Wheels (Tires hubs axle plates and bricks),2002,524,184
970686-1,Roof Tiles,2002,524,180
970687-1,Team Challenge Upgrade Kit,2002,524,95
9707-1,Intelligent House Building Set,1996,507,164
9709-1,RCX Programmable Brick,1998,1,1
971-1,52 flat tile bricks,1969,371,156
9713-1,Infrared Transmission Tower,1998,520,2
9719-1,"Robotics Invention System, Version 1.0",1998,260,736
9723-1,Cities and Transportation,2000,507,393
9725-1,ROBOLAB Amusement Park Set,1999,520,248
9730-1,RoboSports,1998,260,91
9731-1,Vision Command [RCX Digital Colour Camera],2000,260,139
9732-1,Extreme Creatures,1998,260,148
9735-1,Robotics Discovery Set,1999,260,390
9736-1,Exploration Mars,1999,260,158
9738-1,Remote Control,1998,260,1
9742-1,Photosynthesis Student Set,2008,517,74
9743-1,Chromosomes - Student Set,2003,517,136
9747-1,"Robotics Invention System, Version 1.5",1999,260,729
9748-1,Droid Developer Kit,1999,261,658
9749-1,NXT Temperature Sensor,2009,259,1
9750-1,LEGO Interface,1986,532,4
9751-1,Control Lab Serial Interface & Adapter,1995,530,2
9752-1,Technic Control Center II,1996,532,15
9753-1,TECHNIC Control Center [Dacta Kit],1993,1,15
9754-1,Dark Side Developers Kit,2000,261,578
9755-1,Temperature Sensor,1999,260,1
9756-1,Rotation Sensor,1999,260,1
9757-1,Touch Sensor with Cable,1999,260,2
9758-1,Light Sensor 9V,1999,260,1
9761-1,FIRST LEGO League Challenge 2004 - No Limits,2004,398,1437
9762-1,FIRST LEGO League Challenge 2005 - Ocean Odyssey,2005,398,1471
9763-1,FIRST LEGO League Challenge 2006 - Nano Quest,2006,398,1505
9764-1,FIRST LEGO League Challenge 2007 - Power Puzzle,2007,398,1569
9767-1,Interface Card/Cable for Apple IIe and IIGS,1989,529,1
9771-1,Interface Card and Cable for TC Logo - IBM compatible,1989,532,3
9776-1,Pneumatic Circuit,1999,1,4
9780-1,ROBOLAB Starter Building Set,1998,520,1712
9780141357225-1,City: Arctic Quest,2014,497,9
9780241196403-1,City: Thief on the Run!,2015,497,20
9780241196854-1,Friends: Jungle Adventures,2015,497,28
9780241198032-1,City: Demolition Mission,2015,497,11
9780241198056-1,Friends: Fairground Fun,2015,497,17
9780241198070-1,City: Police Mission,2015,497,12
9780241273333-1,City: Volcano Adventure,2016,497,14
9780241295052-1,City: Bulldozer Break-In,2017,497,19
9780241295144-1,Official Annual 2018,2018,497,6
9780241295168-1,City: Santa Surprise,2017,497,9
9780241360477-1,DK Readers Level 1 The Lego Movie 2 - Emmet to the Rescue,2018,497,0
9780241364567-1,The Book of Bedtime Builds,2019,497,0
9780241381717-1,Christmas Ideas,2019,497,0
9780545477024-1,City: Fire Team Adventure,2012,497,6
9780545517591-1,Friends: Olivia's Rainbow Great Idea's Activity Book,2013,497,13
9780545570053-1,Friends: Mia's Forest Rescue,2013,497,15
9780545645256-1,Friends: Andrea's Wish,2014,497,12
9780545645270-1,Legend of Chima: Ravens and Gorillas,2014,497,12
9780545703307-1,Chain Reactions,2015,497,40
9780545872539-1,Elves: A Magical Adventure,2015,497,20
9780545925426-1,Star Wars - Das ultimative Traininingshandbuch,2018,497,9
9780723270508-1,City: Police on the Trail,2013,497,12
9780723270515-1,City: Forest Fire Brigade,2013,497,12
9780723270522-1,City: Meteor Shower - Activity Book,2013,497,19
9780723270812-1,City: False Tracks - Activity Book,2013,497,20
9780723271222-1,Friends: Olivia's Rainbow,2013,497,13
9780723275640-1,Friends: A Treat for Goldie,2013,497,15
9780723278085-1,City: Christmas Caper,2013,497,11
9780723291077-1,City: Sneaky Sharks,2014,497,11
9780723291121-1,The LEGO Movie: Mighty Allies,2014,497,5
9780723291251-1,City: Gold Egg Adventure,2014,497,12
9780744024463-1,Minifigure Handbook,2020,497,0
9780756656232-1,The LEGO Book & Standing Small,2009,497,0
9780756656232-2,Standing Small,2009,497,0
9780756659844-1,Minifigure Ultimate Sticker Collection,2009,497,0
9780756663094-1,DK Ultimate Sticker Collection-Star Wars,2011,497,0
9780756686925-1,DK Readers Level 2: Star Wars: The Phantom Menace,2012,497,0
9780756686956-1,DK Readers Level 2: Star Wars: Attack of the Clones,2013,497,0
9780756690168-1,DK Ultimate Sticker Collection-Ninjago,2012,497,0
9780756690496-1,DK Ultimate Sticker Collection-Star Wars Minifigures,2012,497,0
9780756692513-1,DK Ultimate Sticker Collection-Minifigures (Series 1-7),2012,497,0
9780756693824-1,DK Readers Level 3: Friends: Friends Forever,2012,497,0
9780756698171-1,DK Ultimate Sticker Collection-DC Super Heroes: Batman,2012,497,0
9781338047431-1,Star Wars: Quest for the Kyber Saber,2016,497,5
9781338047448-1,DC Comics Super Heroes: The Otherworldly League,2016,497,5
9781338047455-1,Star Wars: Use The Force!,2016,497,7
9781338055603-1,Nexo Knights: Stone Monster Attack!,2017,497,18
9781338113686-1,Ninjago: Hands of Time,2017,497,8
9781338128123-1,DC Comics Super Heroes The Official Justice League Training Manual,2018,497,7
9781338162790-1,Ninjago: The Ultimate Ninja Training Manual,2017,497,7
9781338219630-1,Gadgets,2018,498,58
9781338268072-1,Ninjago - Ninja vs. Dragon Hunters,2018,497,12
9781338269864-1,Star Wars The Official Force Training Manual,2018,497,7
9781338311471-1,Back to Hogwarts,2019,497,8
9781338339406-1,Harry Potter Hogwarts Handbook,2019,497,8
9781338387438-1,Jurassic World: Jurassic Hero,2019,497,8
9781338387445-1,The LEGO Movie 2: Vest Friends,2019,497,10
9781338539196-1,Disney Princess: Meet the Princesses,2019,497,25
9781338581898-1,Harry Potter: A Magical Search and Find Adventure,2019,497,6
9781338592412-1,DC Comics Super Heroes: Night Patrol,2020,497,7
9781338603453-1,Gear Bots,2020,498,62
9781338613667-1,"Harry Potter: Witches, Wizards, Creatures, and More! UPDATED Character Handbook",2020,497,5
9781405279031-1,Ninjago: Spot The Samurai - Droid,2015,497,32
9781405283212-1,Star Wars: Strong with the Force,2016,497,7
9781405283236-1,Ninjago - The Djinn Menace,2018,497,12
9781405284974-1,Star Wars: Spot The Galactic Heroes,2016,497,30
9781405287623-1,The Lego Batman Movie - Official Annual 2018,2018,497,6
9781409308041-1,City: Fire Rescue!,2010,497,9
9781409308867-1,City: Police Chase,2011,497,8
9781409310365-1,City: Space Mission,2011,497,7
9781409312833-1,City: Busy Airport,2012,497,8
9781409312840-1,City: Crooks on the Loose!,2012,497,8
9781409314103-1,City: Big City Life,2012,497,8
9781409314110-1,City: Harbour Activity Book,2013,497,9
9781409333586-1,Star Wars: The Yoda Chronicles,2013,497,4
9781409350545-1,Legends of Chima: Character Encyclopedia,2014,497,10
9781452179629-1,Still Life with Bricks: The Art of Everyday Play,2020,497,0
9781452179643-1,Still Life with Bricks: 100 Collectible Postcards,2020,497,0
9781452182254-1,Small Parts: The Secret Life of Minifigures,2020,497,0
9781465401731-1,DK Ultimate Sticker Collection-Amazing LEGO Minifigure,2013,497,0
9781465401748-1,DK Readers Level 1: DC Super Heroes: Ready for Action!,2013,497,0
9781465401762-1,DK Readers Level 2: DC Super Heroes: Super-Villains,2013,497,0
9781465401786-1,DK Ultimate Sticker Collection-Friends,2013,497,0
9781465402592-1,DK Readers Level 3: Friends: Summer Adventures,2013,497,0
9781465402615-1,DK Readers Level 2: Friends: Let's Go Riding!,2013,497,0
9781465406583-1,DK Readers Level 4: Friends: Welcome to Heartlake City,2012,497,0
9781465408693-1,DK Readers Level 3: Star Wars: Revenge of the Sith,2013,497,0
9781465414113-1,Minifigure Year by Year: A Visual History,2013,497,0
9781465415240-1,DK Readers Level 2: Monster Fighters: Meet the Monsters,2013,497,0
9781465415257-1,"DK Readers Level 3: Monster Fighters: Watch Out, Monsters About!",2013,497,0
9781465415301-1,DK Readers Level 2: Kingdoms: Defend the Castle,2013,497,0
9781465415318-1,DK Readers Level 1: Pirates: Brickbeard's Treasure,2013,497,0
9781465419842-1,DK Readers L2: Friends Perfect Pets,2014,497,0
9781465420268-1,DK Readers L1: Star Wars A New Hope,2014,497,0
9781465420282-1,DK Readers L2: Star Wars The Empire Strikes Back,2014,497,0
9781465420312-1,DK Readers L3: Star Wars Return of the Jedi,2014,497,0
9781465420787-1,Ninjago: Secret World of the Ninja,2015,497,6
9781465422996-1,Ninjago: The Visual Dictionary,2014,497,5
9781465426390-1,Minifigures Character Encyclopedia: The LEGO Movie Edition,2014,497,0
9781465428462-1,Ultimate Sticker Collection: DC Super Heroes: Heroes into Battle,2014,497,0
9781465429476-1,"DK Readers Level 2: Ninjago: Ninja, Go!",2015,497,0
9781465430120-1,DK Readers Level 2: DC Super Heroes: Amazing Battles!,2015,497,0
9781465430137-1,DK Readers Level 3: DC Super Heroes: Batman's Missions,2015,497,0
9781465435491-1,Friends: The Adventure Guide,2015,497,6
9781465435514-1,Ultimate Sticker Collection: Star Wars Mighty Minifigures,2015,497,0
9781465435897-1,Friends: Build Your Own Adventure,2015,497,0
9781465436832-1,I Love That Minifigure,2015,497,7
9781465436849-1,DK Adventures Friends: Let's Explore!,2015,497,0
9781465437945-1,DK Readers Level 2: Star Wars: Free the Galaxy,2015,497,0
9781465438195-1,DK Readers Level 2: Star Wars: The Force Awakens,2016,497,0
9781465444646-1,Ultimate Sticker Collection: Minifigure Mash-up!,2016,497,0
9781465444745-1,DK Readers Level 2: Nexo Knights: Meet the Knights,2016,497,0
9781465444769-1,DK Readers Level 3: Nexo Knights: Monster Battles,2016,497,0
9781465445940-1,Ultimate Sticker Collection: Nexo Knights,2016,497,0
9781465449801-1,DK Ultimate Factivity Collection: Star Wars,2016,497,0
9781465450456-1,Star Wars: Build Your Own Adventure,2016,497,0
9781465451309-1,Ultimate Sticker Collection: Friends: Pet Party!,2016,497,0
9781465451897-1,DK Readers Level 2: City: Heroes to the Rescue,2016,497,0
9781465451927-1,DK Readers Level 4: Ninjago: Team Ninja,2016,497,0
9781465454003-1,Nexo Knights: The Book of Knights,2016,497,6
9781465454751-1,Ultimate Sticker Collection: Winter Wonderland,2016,497,0
9781465455581-1,Ultimate Star Wars,2017,497,0
9781465455765-1,DK Readers Level 1: Nexo Knights: Stop the Stone Monsters,2017,497,0
9781465455987-1,The Lego Collector's Set,2018,497,12
9781465456328-1,Ultimate Sticker Collection: The Batman Movie,2016,497,0
9781465456335-1,The Lego Batman Movie: The Essential Guide,2016,497,0
9781465456618-1,The Lego Batman Movie: The Making of the Movie,2017,497,0
978146545779-1,Holiday Ideas,2019,497,0
9781465458333-1,Star Wars Collection,2016,497,5
9781465458544-1,Nexo Knights: Factivity Fun,2017,497,0
9781465458599-1,DK Readers Level 1: The Batman Movie: Team Batman,2016,497,0
9781465458612-1,DK Readers Level 2: The Batman Movie: Rise of the Rogues,2016,497,0
9781465460745-1,Ninjago - Ultimate Sticker Collection,2018,497,0
9781465460783-1,DC Comics Super Heroes-The Awesome Guide,2017,497,0
9781465461155-1,Ultimate Sticker Collection: The Ninjago Movie,2017,497,0
9781465461179-1,The Lego Ninjago Movie: The Essential Guide,2017,497,0
9781465461186-1,The Lego Ninjago Movie: The Making of the Movie,2017,497,0
9781465461940-1,DK Readers Level 1: The Ninjago Movie: Shark Attack!,2017,497,0
9781465461964-1,DK Readers Level 2: The Ninjago Movie: Secret Ninja Force,2017,497,0
9781465463258-1,Nexo Knights: Character Encyclopedia,2017,497,9
9781465463364-1,DK Readers Level 1: Star Wars: Secrets of the Dark Side,2017,497,0
9781465463586-1,The Lego Batman Movie: The Essential Collection,2017,497,6
9781465466594-1,DK Readers Level 1 Ninjago - Ninja in Action,2018,497,0
9781465466631-1,DK Readers Level 2 Star Wars - The Last Jedi,2018,497,0
9781465467058-1,Star Wars - Ideas Book,2018,497,0
9781465467553-1,City: Ultimate Sticker Collection,2018,497,0
9781465467577-1,DC Comics Super Heroes: Ultimate Quiz Book,2018,497,0
9781465468550-1,Braille DUPLO Farm,2018,497,0
9781465472915-1,DK Readers Level 1 - Women of NASA - Space Heroes,2018,497,0
9781465473677-1,Disney Princess - Ultimate Sticker Collection,2018,497,0
9781465475459-1,DC Comics Super Heroes: Visual Dictionary,2018,497,5
9781465480378-1,DK Readers Level 2 - The Lego Movie 2 - Awesome Heroes,2018,497,0
9781465483614-1,Harry Potter: Build Your Own Adventure,2019,497,0
9781465489562-1,Star Wars Character Encyclopedia: New Edition,2020,497,4
9781465492371-1,Magical Treasury: A Visual Guide to the Wizarding World,2020,497,5
9781465497864-1,The LEGO Games Book,2020,497,0
9781553632832-1,Star Wars: Read Build Play - Battle for the Stolen Crystals,2016,497,192
9781760279257-1,Star Wars: Spot The Spy Droid,2014,497,22
9781789050455-1,Star Wars Rebels Forever,2017,497,4
9781912564644-1,City: Join the Police,2018,497,10
9781912564972-1,Ninjago - Annual 2019,2018,497,16
9781912707782-1,Harry Potter: Sticker Scenes,2020,497,0
9781913072315-1,Harry Potter: Hogwarts Yearbook 2020,2020,497,8
9781913110215-1,Harry Potter Tin: Book Collection,2019,497,9
9781913110772-1,Birthday Book,2019,497,11
9781913399009-1,Harry Potter: Hogwarts Adventures,2020,497,8
9781913399023-1,"Ninjago: Ready, Players?",2020,497,8
9781913399085-1,Star Wars: Amazing Starships,2020,497,5
9782351009697-1,Elves: The Power of Dark Magic,2017,497,11
9783-1,Infrared Transmitter with USB Cable,2001,520,2
9784-1,FIRST LEGO League Challenge 2001 - Arctic Impact,2001,398,1388
9785-1,Robo Technology Set [Serial Cable],2003,507,220
9786-1,Robo Technology Set [USB Cable],2003,507,222
9788-1,Mission Mars,2003,398,1209
9788325325329-1,The Batman Movie - Welcome to Gotham City!,2018,497,6
9788325329624-1,Ninjago - Wielkie starcie,2019,497,16
9788325330668-1,City: Zwiedzamy LEGO City,2018,497,7
9789-2,FIRST LEGO League Challenge 2002 - City Sights,2002,398,1016
9790-1,ROBOLAB Team Challenge Set (Serial),1999,520,727
9793-1,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],2002,520,834
9794-1,ROBOLAB Team Challenge Set Version 2.5 [USB],2003,507,833
9795-1,ROBOLAB Intelligent House Building Set,2001,520,164
9797-1,Mindstorms Education NXT Base Set,2006,519,436
979760-1,Mars Exploration,2003,518,810
9798-1,NXT Rechargeable Battery,2006,259,1
9799-1,Sensor Adaptor for Mindstorms NXT to Vernier,2008,259,0
980-1,"23 sloping bricks, including roof peak bricks, Red",1969,371,23
980-2,"23 sloping bricks, including roof peak bricks, Blue",1969,371,23
981-1,"34 sloping profile bricks, including profile peak bricks, Red",1969,371,39
981-2,"34 sloping profile bricks, including profile peak bricks, Blue",1969,371,39
9816-1,Numbers & Letters,1998,516,240
9820-1,Geared Turntable,1989,1,64
9822-1,Beams (Red),1994,1,68
9823-1,Beams (Blue),1994,1,68
9824-1,Beams (Yellow),1994,1,68
9825-1,Pneumatic Elements,1994,1,3
9826-1,Pneumatic Tubing,1994,1,1
9831-1,Battery Box with Switch - 9v,1995,1,1
9833-1,AC Adapter 230V - 10V Transformer,1996,259,1
9833-2,"AC Adapter, 120V - 10V Transformer",1996,259,1
9833-3,AC Adapter 230V - 10V Transformer Type G Plug (British),2006,259,1
9840-1,Large Storage,2006,528,12
9841-1,NXT Intelligent Brick,2006,259,1
9842-1,NXT Servo Motor,2006,259,1
9843-1,NXT Touch Sensor,2006,259,1
9844-1,NXT Light Sensor,2006,259,1
9845-1,NXT Sound Sensor,2006,259,1
9846-1,NXT Ultrasonic Sensor,2006,259,1
9847-1,Activity Booklets for Non-Motorized Simple Machines,1997,532,18
9847-2,NXT Bluetooth Dongle,2006,259,0
9848-1,Lamps and Fittings,1997,507,9
9849-1,9V Micromotor,1995,525,4
985-1,Lighting Device Parts Pack,1969,371,4
9851-1,Assortment of Connectors,1992,1,453
9852-1,Chain Link Pack,1992,1,229
9853-1,Assortment of Gears,1992,1,122
9854-1,Worm Gear Pack,1992,1,22
9855-1,Assortment of Tires/Wheels,1992,1,56
9856-1,Assortment of Cross Axles,1992,1,124
9857-1,Assortment of Plate Pieces,1992,1,166
9858-1,Assortment of Beams,1992,1,126
9859-1,TECHNIC Motor 4.5 Volt,1992,1,1
9860-1,Battery Box (4.5 Volt),1992,1,1
986-1,One Light Bulb,1969,371,1
9861-1,Connecting Leads,1992,1,8
9862-1,Random Special Pieces,1992,1,96
9863-1,Weighted Brick Pack,1992,1,4
9864-1,Green Building Plates,1992,1,3
9865-1,Optosensor,1992,507,2
9866-1,Light and Transparent Bricks,1992,507,12
9867-1,Touch Sensor,1992,1,1
9868-1,Plugholders and Leads,1992,1,42
9869-1,Building Plates (24 x 24),1992,524,3
9870-1,Pneumatic Rubber Bands and Pneumatic Tubing,1992,1,144
987-1,Number Bricks,1969,371,52
9871-1,Yellow Beams,1992,1,76
9872-1,"Pneumatic Pump, Cylinder, Valves, Tubing",1992,1,10
9874-1,Building Cards - 1090,1992,532,5
9875-1,Building Cards - 1092,1992,532,4
9876-1,Large Turntables,1992,1,2
988-1,Alphabet Bricks,1969,371,45
9883-1,Motor - 9v,1995,1,1
9885-1,Sound element - 9v,1995,1,1
9888-1,Touch Sensor,2002,1,1
9889-1,Temperature Sensor,1995,1,1
9890-1,Light Sensor,1995,1,1
989-1,10 Traffic Signs,1969,371,10
9891-1,Angle Sensor,1995,1,1
9892-1,Brick Separators,1995,1,2
9894-1,Two Screwdrivers,1987,524,2
98959-1,Motor,1977,4,40
9896-1,Two Wrenches,1998,516,2
9897-1,9-Volt Connecting Leads,1998,507,3
9898-1,9-Volt Long Connecting Leads,1996,1,2
9899-1,Hubs and Tires,1999,1,20
9900-1,Small Gear Wheels,1999,1,21
990-1,Trees and Signs (1971 version with granulated trees and 4 bricks),1971,473,12
990-2,Trees and Signs (1969 version with old style trees and 3 bricks),1969,473,11
9911-1,9-Volt Touch Sensor and Leads,2004,260,3
991118-1,3M Connecting Lead (Set of 2),2002,524,2
9912-1,LEGO Solar Cell,1999,507,1
991268-1,Special Elements Pack,2009,528,674
991319-1,Medium Gray Storage Bin,2008,528,2
991327-1,12-Tooth Black Double Conical Wheels (Pack of 25),2007,525,25
991328-1,36-Tooth Double Conical Wheels (Pack of 25),2007,525,25
991329-1,7-Stud Axles (Pack of 50),2007,525,50
991330-1,New Turntables (Pack of 2),2007,525,2
991331-2,Small Wide Tire & Hub (Pack of 8 each),2007,524,16
991332-1,Technic Triangle (Pack of 25),2007,525,25
991333-1,Cam Wheel (Pack of 25),2007,525,25
991335-1,Swivel Magnet Pack (Pack of 10 each),2007,524,20
991336-1,2-Stud Axles with Grooves (Pack of 100),2007,525,100
991337-1,Connector Peg with Axle (Pack of 100),2007,525,100
991369-1,Tracks and Sprockets Pack,2008,525,110
991402-1,Studless Technic Beams,2008,525,35
991403-1,Technic Angle Beams,2008,525,30
991404-1,Technic Beams with Snaps,2008,525,30
991405-1,Technic Crossblocks,2008,525,30
991426-1,Black Plates - Large Package,2009,525,165
991451-1,Tracks,2009,525,120
991452-1,Sprockets,2009,525,22
991464-1,LEGO Smart Kit,2009,507,20
9916-1,LEGO Electrical Capacitor,1999,1,1
991751-1,MINDSTORMS Energy Parts Pack,2012,525,46
9918-1,Gear Block Yellow,1999,525,1
9919-1,X-Large Storage Bin - 3 Pack,1997,528,6
9920-1,X-Large Yellow Storage Bin,1990,528,2
9921-1,Large Storage Bin,1995,528,2
9927-1,Beams (red),1999,1,44
9928-1,Beams (blue),1999,1,44
9929-1,Plates Red,1998,524,72
9930-1,Plates Blue,1998,524,72
9931-1,Plates Yellow,1998,524,72
9932-1,Plates Black,1998,524,72
9933-1,Basic Bricks (red),1999,524,62
9934-1,Basic Bricks (yellow),1999,524,62
9935-1,Basic Bricks (black),1999,524,62
9936-1,Weight Elements,1998,524,2
9937-1,Small Chain Links,1998,1,108
9938-1,Conveyor Belt Links,1999,1,36
9939-1,Assorted Pulleys,1999,1,14
9940-1,Rubber Bands and String,1999,1,36
994-1,LEGO fences with garden gates,1969,371,19
9941-1,Cams & Linkages,1998,1,18
9942-1,Connectors & Bushings,1998,1,160
9943-1,Axles and Extenders,1998,1,54
9945-1,Differentials,1998,525,14
995-1,Lighting Bricks with Color Filters,1969,371,23
9954-1,Special Elements for Mini Sets,2001,524,55
9959-1,Special Elements for Intelligent House Building Set,2001,524,41
9960-1,"Crane Hook, Cam, Propellor",1994,1,13
9961-1,White Belts,1994,1,16
9962-1,Flat Tiles,1994,524,12
9963-1,Axle Extenders and Bushings,1995,1,88
9964-1,Connector Pegs,1994,1,64
9965-1,Gears 8- and 10-Tooth,1994,1,18
9966-1,Large Gear Wheels,1999,1,16
9967-1,Differential and Bevel Gears,1994,1,18
9968-1,Pulley Wheels,1994,1,22
9969-1,Tires and Spoked Hubs,1994,1,24
9970-1,Axles - Short,1994,1,36
9971-1,Axles - Long,1994,1,24
9972-1,Plates (Red),1994,1,88
9973-1,Plates (Blue),1994,1,88
9974-1,Plates (Yellow),1994,1,88
9975-1,Simple Machines,1987,529,122
9976-1,Airport,1989,516,82
9977-1,Home,1992,516,126
9978-1,Home Environment,1991,516,75
9979-1,People,1992,516,11
9980-1,World People,1992,516,5
9987-1,Basic Bucket,1991,516,65
9999-1,Upgrade Kit for 9654,2008,516,7
Alpharetta-1,"LEGO Store Grand Opening Exclusive Set, North Point Mall, Alpharetta, GA",2012,408,15
AMFlag-1,American Flag with Sticker For Stars (Legoland California),2002,427,62
Annapolis-1,"LEGO Store Grand Opening Exclusive Set, Westfield Annapolis, Annapolis, MD",2009,408,45
AQUAMANDVD-1,Lego DC Comics Super Heroes: Aquaman: Rage of Atlantis,2018,501,0
ARENDELLECASTLE-1,Arendelle Castle,2019,687,62
auditt-1,Audi TT Roadster (Legoland Deutschland),2002,425,57
