m,TagName,
"2020-12-01 00:00:00","c","2655"
"2020-12-01 00:00:00","c#","5754"
"2020-12-01 00:00:00","c++","4461"
"2020-12-01 00:00:00","delphi","195"
"2020-12-01 00:00:00","go","537"
"2020-12-01 00:00:00","java","7854"
"2020-12-01 00:00:00","javascript","16074"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4817"
"2020-12-01 00:00:00","python","22281"
"2020-12-01 00:00:00","r","4347"
"2020-12-01 00:00:00","ruby","503"
"2020-12-01 00:00:00","swift","2108"
"2021-01-01 00:00:00","assembly","312"
"2021-01-01 00:00:00","c","2575"
"2021-01-01 00:00:00","c#","6218"
"2021-01-01 00:00:00","c++","4116"
"2021-01-01 00:00:00","delphi","200"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8080"
"2021-01-01 00:00:00","javascript","16935"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4772"
"2021-01-01 00:00:00","python","22952"
"2021-01-01 00:00:00","r","4346"
"2021-01-01 00:00:00","ruby","524"
"2021-01-01 00:00:00","swift","2332"
"2021-02-01 00:00:00","assembly","245"
"2021-02-01 00:00:00","c","2247"
"2021-02-01 00:00:00","c#","5820"
"2021-02-01 00:00:00","c++","4110"
"2021-02-01 00:00:00","delphi","188"
"2021-02-01 00:00:00","go","573"
"2021-02-01 00:00:00","java","7632"
"2021-02-01 00:00:00","javascript","15327"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4393"
"2021-02-01 00:00:00","python","21476"
"2021-02-01 00:00:00","r","4336"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2269"
"2021-03-01 00:00:00","assembly","326"
"2021-03-01 00:00:00","c","2508"
"2021-03-01 00:00:00","c#","6421"
"2021-03-01 00:00:00","c++","4328"
"2021-03-01 00:00:00","delphi","255"
"2021-03-01 00:00:00","go","765"
"2021-03-01 00:00:00","java","8717"
"2021-03-01 00:00:00","javascript","16846"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","php","4792"
"2021-03-01 00:00:00","python","24025"
"2021-03-01 00:00:00","r","5186"
"2021-03-01 00:00:00","ruby","499"
"2021-03-01 00:00:00","swift","2405"
"2021-04-01 00:00:00","assembly","330"
"2021-04-01 00:00:00","c","2348"
"2021-04-01 00:00:00","c#","6140"
"2021-04-01 00:00:00","c++","4066"
"2021-04-01 00:00:00","delphi","175"
"2021-04-01 00:00:00","go","643"
"2021-04-01 00:00:00","java","8347"
"2021-04-01 00:00:00","javascript","16642"
"2021-04-01 00:00:00","perl","142"
"2021-04-01 00:00:00","php","4554"
"2021-04-01 00:00:00","python","23719"
"2021-04-01 00:00:00","r","5019"
"2021-04-01 00:00:00","ruby","540"
"2021-04-01 00:00:00","swift","2219"
"2021-05-01 00:00:00","assembly","322"
"2021-05-01 00:00:00","c","2238"
"2021-05-01 00:00:00","c#","6507"
"2021-05-01 00:00:00","c++","4570"
"2021-05-01 00:00:00","delphi","179"
"2021-05-01 00:00:00","go","693"
"2021-05-01 00:00:00","java","9635"
"2021-05-01 00:00:00","javascript","18336"
"2021-05-01 00:00:00","perl","122"
"2021-05-01 00:00:00","php","5042"
"2021-05-01 00:00:00","python","25958"
"2021-05-01 00:00:00","r","5384"
"2021-05-01 00:00:00","ruby","446"
"2021-05-01 00:00:00","swift","2197"
"2021-06-01 00:00:00","assembly","274"
"2021-06-01 00:00:00","c","1991"
"2021-06-01 00:00:00","c#","6401"
"2021-06-01 00:00:00","c++","4159"
"2021-06-01 00:00:00","delphi","133"
"2021-06-01 00:00:00","go","640"
"2021-06-01 00:00:00","java","9167"
"2021-06-01 00:00:00","javascript","17565"
"2021-06-01 00:00:00","perl","157"
"2021-06-01 00:00:00","php","4832"
"2021-06-01 00:00:00","python","24456"
"2021-06-01 00:00:00","r","4938"
"2021-06-01 00:00:00","ruby","468"
"2021-06-01 00:00:00","swift","2107"
"2021-07-01 00:00:00","assembly","187"
"2021-07-01 00:00:00","c","1705"
"2021-07-01 00:00:00","c#","5927"
"2021-07-01 00:00:00","c++","3768"
"2021-07-01 00:00:00","delphi","147"
"2021-07-01 00:00:00","go","643"
"2021-07-01 00:00:00","java","8295"
"2021-07-01 00:00:00","javascript","17283"
"2021-07-01 00:00:00","perl","140"
"2021-07-01 00:00:00","php","4588"
"2021-07-01 00:00:00","python","24028"
"2021-07-01 00:00:00","r","4671"
"2021-07-01 00:00:00","ruby","500"
"2021-07-01 00:00:00","swift","2258"
"2021-08-01 00:00:00","assembly","166"
"2021-08-01 00:00:00","c","1615"
"2021-08-01 00:00:00","c#","5742"
"2021-08-01 00:00:00","c++","3465"
"2021-08-01 00:00:00","delphi","141"
"2021-08-01 00:00:00","go","780"
"2021-08-01 00:00:00","java","7928"
"2021-08-01 00:00:00","javascript","16981"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","4562"
"2021-08-01 00:00:00","python","23035"
"2021-08-01 00:00:00","r","4569"
"2021-08-01 00:00:00","ruby","507"
"2021-08-01 00:00:00","swift","2183"
"2021-09-01 00:00:00","assembly","200"
"2021-09-01 00:00:00","c","1795"
"2021-09-01 00:00:00","c#","5747"
"2021-09-01 00:00:00","c++","3904"
"2021-09-01 00:00:00","delphi","145"
"2021-09-01 00:00:00","go","658"
"2021-09-01 00:00:00","java","7771"
"2021-09-01 00:00:00","javascript","16631"
"2021-09-01 00:00:00","perl","114"
"2021-09-01 00:00:00","php","4300"
"2021-09-01 00:00:00","python","21882"
"2021-09-01 00:00:00","r","4326"
"2021-09-01 00:00:00","ruby","507"
"2021-09-01 00:00:00","swift","1924"
"2021-10-01 00:00:00","assembly","219"
"2021-10-01 00:00:00","c","2197"
"2021-10-01 00:00:00","c#","6007"
"2021-10-01 00:00:00","c++","4058"
"2021-10-01 00:00:00","delphi","150"
"2021-10-01 00:00:00","go","760"
"2021-10-01 00:00:00","java","7739"
"2021-10-01 00:00:00","javascript","16101"
"2021-10-01 00:00:00","perl","131"
"2021-10-01 00:00:00","php","4243"
"2021-10-01 00:00:00","python","22827"
"2021-10-01 00:00:00","r","4731"
"2021-10-01 00:00:00","ruby","476"
"2021-10-01 00:00:00","swift","1838"
"2021-11-01 00:00:00","assembly","309"
"2021-11-01 00:00:00","c","2340"
"2021-11-01 00:00:00","c#","6383"
"2021-11-01 00:00:00","c++","4167"
"2021-11-01 00:00:00","delphi","151"
"2021-11-01 00:00:00","go","702"
"2021-11-01 00:00:00","java","8270"
"2021-11-01 00:00:00","javascript","15835"
"2021-11-01 00:00:00","perl","81"
"2021-11-01 00:00:00","php","4127"
"2021-11-01 00:00:00","python","23386"
"2021-11-01 00:00:00","r","4623"
"2021-11-01 00:00:00","ruby","449"
"2021-11-01 00:00:00","swift","1761"
"2021-12-01 00:00:00","assembly","286"
"2021-12-01 00:00:00","c","2264"
"2021-12-01 00:00:00","c#","5722"
"2021-12-01 00:00:00","c++","3869"
"2021-12-01 00:00:00","delphi","159"
"2021-12-01 00:00:00","go","771"
"2021-12-01 00:00:00","java","7540"
"2021-12-01 00:00:00","javascript","15299"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3738"
"2021-12-01 00:00:00","python","22062"
"2021-12-01 00:00:00","r","3924"
"2021-12-01 00:00:00","ruby","433"
"2021-12-01 00:00:00","swift","1665"
"2022-01-01 00:00:00","assembly","241"
"2022-01-01 00:00:00","c","2070"
"2022-01-01 00:00:00","c#","5926"
"2022-01-01 00:00:00","c++","3893"
"2022-01-01 00:00:00","delphi","151"
"2022-01-01 00:00:00","go","794"
"2022-01-01 00:00:00","java","7730"
"2022-01-01 00:00:00","javascript","16334"
"2022-01-01 00:00:00","perl","131"
"2022-01-01 00:00:00","php","4035"
"2022-01-01 00:00:00","python","22680"
"2022-01-01 00:00:00","r","4262"
"2022-01-01 00:00:00","ruby","477"
"2022-01-01 00:00:00","swift","1997"
"2022-02-01 00:00:00","assembly","224"
"2022-02-01 00:00:00","c","1801"
"2022-02-01 00:00:00","c#","5865"
"2022-02-01 00:00:00","c++","3499"
"2022-02-01 00:00:00","delphi","187"
"2022-02-01 00:00:00","go","692"
"2022-02-01 00:00:00","java","7333"
"2022-02-01 00:00:00","javascript","15554"
"2022-02-01 00:00:00","perl","97"
"2022-02-01 00:00:00","php","3758"
"2022-02-01 00:00:00","python","22748"
"2022-02-01 00:00:00","r","4354"
"2022-02-01 00:00:00","ruby","459"
"2022-02-01 00:00:00","swift","1899"
"2022-03-01 00:00:00","assembly","277"
"2022-03-01 00:00:00","c","2172"
"2022-03-01 00:00:00","c#","6685"
"2022-03-01 00:00:00","c++","3986"
"2022-03-01 00:00:00","delphi","136"
"2022-03-01 00:00:00","go","867"
"2022-03-01 00:00:00","java","8446"
"2022-03-01 00:00:00","javascript","16915"
"2022-03-01 00:00:00","perl","111"
"2022-03-01 00:00:00","php","4028"
"2022-03-01 00:00:00","python","25302"
"2022-03-01 00:00:00","r","5162"
"2022-03-01 00:00:00","ruby","537"
"2022-03-01 00:00:00","swift","2141"
