Description,Price Was,Price,Percent Off,Rating,Review Count,URL
"LG 27GN800-B Ultragear Gaming Monitor 27 inch QHD (2560 x 1440) IPS Display, IPS 1ms (GtG) Response Time, 144Hz Refresh Rate, NVIDIA G-SYNC Compatible, AMD FreeSync Premium, Black",$499.99,$399.99,-20.0%,4.4 out of 5 stars,"1,083",https://www.amazon.ca/LG-UltraGear-27GN800-B-Ultragear-Compatible/dp/B08LLD2QXJ/ref=sr_1_237?keywords=4k+monitor&qid=1654371676&sr=8-237
"LILLIPUT BM150-4KS New 15.6"" 3840x2160 4x4K HDMI 3G-SDI in&Out Broadcast Director Monitor with HDR, 3D-LUT, Color Space",,$999.45,0%,3.1 out of 5 stars,3,https://www.amazon.ca/LILLIPUT-BM150-4KS-3840x2160-Broadcast-Director/dp/B07ZD16JJ9/ref=sr_1_238?keywords=4k+monitor&qid=1654371676&sr=8-238
Pixio PX259 Prime S 25 inch 360Hz Fast IPS 1ms GTG HDR FHD 1080p FreeSync G-Sync Compatible Esports IPS Gaming Monitor,,$489.99,0%,No reviews,0,https://www.amazon.ca/FreeSync-G-Sync-Compatible-Esports-Monitor/dp/B09NP69YH3/ref=sr_1_240?keywords=4k+monitor&qid=1654371676&sr=8-240
4K Portable Monitor Touchscreen - 15.6 Inch UHD Multi Touch Auto-Rotating HDR FreeSync USB-C Portable Display with Kickstand Dual Type-C Mini HDMI for Laptop PC Phone Mac Surface Xbox PS4 Switch,,$631.36,0%,4.5 out of 5 stars,122,https://www.amazon.ca/Portable-Monitor-Touchscreen-Auto-Rotating-Kickstand/dp/B086VJP65W/ref=sr_1_241?keywords=4k+monitor&qid=1654371676&sr=8-241
"ASUS ProArt Display PA247CV 23.8” Monitor, 1080P Full HD, 100% sRGB/Rec. 709, IPS, ΔE < 2, USB hub USB-C HDMI DisplayPort with Daisy-Chaining, Calman Verified, Eye Care, Anti-Glare, Ergonomic Stand",,$338.98,0%,4.5 out of 5 stars,139,https://www.amazon.ca/Asus-PA247CV/dp/B08K2NT2G7/ref=sr_1_242?keywords=4k+monitor&qid=1654371676&sr=8-242
"Computer Display,17.3’‘ Portable Computer Display IPS Split Screen 1080P High Definition Computer Display,Support for HDMI/PS3/for Xbox/PS4",,$309.76,0%,5.0 out of 5 stars,1,https://www.amazon.ca/Computer-Display-Portable-Definition-Support/dp/B093CXPLST/ref=sr_1_243?keywords=4k+monitor&qid=1654371676&sr=8-243
Portable Monitor ZSCMALLS Upgraded Ultra Slim&Lightweight Metal Frame 15 Inch IPS HDR 1080P HD Eye Care Screen USB C Gaming Monitor for Laptop/PC/Cellphone/Switch/PS3-4/Xbox/Raspberry Pi,,$249.99,0%,4.2 out of 5 stars,147,https://www.amazon.ca/ZSCMALLS-Lightweight-Portable-Cellphone-Raspberry/dp/B08MXKVCKF/ref=sr_1_244?keywords=4k+monitor&qid=1654371676&sr=8-244
"Dell 24 Monitor - P2422H - Full HD 1080p, IPS Technology, Comfortview Plus Technology",$367.75,$336.59,-8.47%,4.4 out of 5 stars,172,https://www.amazon.ca/Dell-24-Monitor-Technology-Comfortview/dp/B096T36G8L/ref=sr_1_245?keywords=4k+monitor&qid=1654371676&sr=8-245
"Philips 246E9QDSB 24"" Frameless Monitor, Full HD IPS, 129% sRGB, 75Hz, FreeSync, VESA, 4Yr Advance Replacement Warranty",,$221.51,0%,4.5 out of 5 stars,"2,166",https://www.amazon.ca/Philips-246E9QDSB-Class-Monitor-Free-Sync/dp/B07CK4W58Y/ref=sr_1_246?keywords=4k+monitor&qid=1654371676&sr=8-246
ViewSonic Elite XG270QC Curved 27” 1ms 1440p 165Hz FreeSync Premium Pro Gaming Monitor with VESA DisplayHDR 400 and Advanced Ergonomics for Esports,$609.98,$479.99,-21.31%,4.6 out of 5 stars,"1,462",https://www.amazon.ca/ViewSonic-XG270QC-FreeSync-DisplayHDR-Ergonomics/dp/B07VKPWYQ5/ref=sr_1_247?keywords=4k+monitor&qid=1654371676&sr=8-247
ViewSonic VG2756-4K 27 Inch IPS 4K Docking Monitor with Integrated USB 3.2 Type-C RJ45 HDMI Display Port and 40 Degree Tilt Ergonomics for Home and Office,,$640.98,0%,4.3 out of 5 stars,55,https://www.amazon.ca/ViewSonic-VG2756-4K-Docking-Integrated-Ergonomics/dp/B08HDQBMJN/ref=sr_1_248?keywords=4k+monitor&qid=1654371676&sr=8-248
ViewSonic TD2760 27 Inch 1080p 10-Point Multi Touch Screen Monitor with Advanced Ergonomics RS232 HDMI and DisplayPort,,$634.99,0%,4.1 out of 5 stars,77,https://www.amazon.ca/ViewSonic-TD2760-10-Point-Ergonomics-DisplayPort/dp/B07S1XYQMJ/ref=sr_1_245?keywords=4k+monitor&qid=1654371678&sr=8-245
"4K Portable Monitor Touchscreen C-FORCE CF015XT 15.6'' Slimmest 10-Point Touch UHD 3840x2160 Dual USB C Monitor Bracket Integrated & Narrow Bezel UHD Laptop Display with Type-C HDMI for Laptop NS,etc",,$579.99,0%,4.5 out of 5 stars,20,https://www.amazon.ca/Portable-Touchscreen-Slimmest-3840x2160-Integrated/dp/B089GZVXCX/ref=sr_1_246?keywords=4k+monitor&qid=1654371678&sr=8-246
MSI Full UHD 4K Anti-Glare 1ms 3840 x 2160 144Hz Refresh Rate HDR Ready USB/DP/HDMI 31.5” Monitor (Optix MPG321UR QD),,"$1,169.99",0%,4.4 out of 5 stars,31,https://www.amazon.ca/MSI-Anti-Glare-Optix-MPG321UR-QD/dp/B09GWC5YBM/ref=sr_1_247?keywords=4k+monitor&qid=1654371678&sr=8-247
"Wimaxit Touch Screen 15.6 Inch Portabel USB C Tyepe C Monitor for Selected Laptop and Android Phone Portable HDMI Monitor with Built-in Speakers for PC Monitor,Gaming",,$279.00,0%,4.3 out of 5 stars,80,https://www.amazon.ca/WIMAXIT-Portable-Monitor-1920x1080-Built/dp/B07J53B7NS/ref=sr_1_248?keywords=4k+monitor&qid=1654371678&sr=8-248
Dell 27 Inch Monitor S2721HN LED-Backlit LCD IPS Full HD HDMI AMD FreeSync Comfort View 4ms Response Time,,$308.98,0%,5.0 out of 5 stars,35,https://www.amazon.ca/Monitor-S2721HN-LED-Backlit-FreeSync-Response/dp/B08LYVSXH5/ref=sr_1_250?keywords=4k+monitor&qid=1654371678&sr=8-250
"AOC VA Curved (1800R) Gaming MNT 2HDMI/2DP/Ha, Black/Silver, 49 Inch Dual QHD [5120x144] (AG493UCX)","$1,381.99","$1,292.29",-6.49%,4.2 out of 5 stars,"1,423",https://www.amazon.ca/AOC-Curved-1800R-Gaming-2HDMI/dp/B07ZSGR4CH/ref=sr_1_251?keywords=4k+monitor&qid=1654371678&sr=8-251
"Desview R72 Camera Field Monitor, 7"" Touch Screen Field Monitor,2600Nits Ultra High Brightness,1920x1200 IPS with HDR/3D-Luts Support 4K Input/Output for DSLR Camera,Desview-R72-Camera-Monitor",,$389.00,0%,4.4 out of 5 stars,16,https://www.amazon.ca/Desview-2600Nits-Brightness-1920x1200-Desview-R72-Camera-Monitor/dp/B09NLR9DKW/ref=sr_1_252?keywords=4k+monitor&qid=1654371678&sr=8-252
Acer Nitro 24” FHD IPS 165Hz Gaming Monitor VG240Y Sbmiipx (Renewed),$239.00,$225.00,-5.86%,4.4 out of 5 stars,22,https://www.amazon.ca/Acer-Gaming-Monitor-Sbmiipx-Renewed/dp/B08L44ZJWF/ref=sr_1_253?keywords=4k+monitor&qid=1654371678&sr=8-253
"ASUS 31.5” 2K Monitor (VP32AQ) - WQHD (2560 x 1440), IPS, 100% sRGB, HDR10, 75Hz, Speakers, Adaptive-Sync/FreeSync, Low Blue Light, Eye Care, VESA Mountable, Frameless, DisplayPort, HDMI, Tilt",,$379.99,0%,4.3 out of 5 stars,23,https://www.amazon.ca/ASUS-31-5-1440P-Monitor-VP32AQ/dp/B096PS1Z8N/ref=sr_1_254?keywords=4k+monitor&qid=1654371678&sr=8-254
MSI Modern MD271P 27” IPS FHD (1920 x 1080) Non-Glare with Super Narrow Bezel 75Hz 5ms 16:9 with Adjustable Stand - 1x USB Type C,,$249.99,0%,4.0 out of 5 stars,14,https://www.amazon.ca/MSI-Modern-MD271P-Non-Glare-Narrow/dp/B096HYL7KY/ref=sr_1_255?keywords=4k+monitor&qid=1654371678&sr=8-255
"Asus VG258QR 24.5” Gaming Monitor 165Hz Full HD (1920 X 1080) 0.5ms G-Sync Eye Care DisplayPort HDMI DVI-D,Black",,$258.98,0%,4.6 out of 5 stars,"5,071",https://www.amazon.ca/Asus-VG258QR-Gaming-Monitor-DisplayPort/dp/B07Y5XHQKZ/ref=sr_1_256?keywords=4k+monitor&qid=1654371678&sr=8-256
"ASUS ProArt Display 14” 1080P Portable Touchscreen Monitor (PA148CTV) - Full HD, IPS, 100% sRGB/Rec.709 Calman Verified, USB-C Power Delivery, Micro HDMI, Tripod Socket",$529.99,$501.91,-5.3%,3.9 out of 5 stars,26,https://www.amazon.ca/Display-Portable-Touchscreen-Monitor-PA148CTV/dp/B091D4CRTP/ref=sr_1_257?keywords=4k+monitor&qid=1654371678&sr=8-257
"AOC C32G2ZE 32"" Curved Frameless Gaming Monitor, Full HD 1920x1080, VA, 0.5ms 240Hz, AMD FreeSync Premium, DP/HDMI/VGA, VESA, 3-3-1 Re-Spawned Program Black",,$422.99,0%,4.7 out of 5 stars,399,https://www.amazon.ca/AOC-C32G2ZE-Frameless-1920x1080-Re-Spawned/dp/B08Z66BHWW/ref=sr_1_258?keywords=4k+monitor&qid=1654371678&sr=8-258
BenQ 24 Inch 1080P IPS Monitor | 75 Hz for Gaming | Proprietary Eye-Care Tech |Adaptive Brightness for Image Quality | EW2480,$249.99,$229.99,-8.0%,4.3 out of 5 stars,13,https://www.amazon.ca/BenQ-Proprietary-Eye-Care-Brightness-EW2480/dp/B07WQBC96R/ref=sr_1_259?keywords=4k+monitor&qid=1654371678&sr=8-259
Acer 27in KG1 Widescreen Monitor Full HD Display 16:9 1ms 75Hz (Renewed),,$225.00,0%,5.0 out of 5 stars,4,https://www.amazon.ca/Acer-Widescreen-Monitor-Full-Display/dp/B075F9BDT4/ref=sr_1_260?keywords=4k+monitor&qid=1654371678&sr=8-260
TOPOSH Portable Monitor 15.6 Inch USB Type-C Full HD 1080 IPS USB C Portable Monitor Built-in Dual Speakers for Laptop Computer Raspberry pi Gaming Monitor for PS4 PS3 Xbox,,$199.99,0%,4.1 out of 5 stars,370,https://www.amazon.ca/TOPOSH-Portable-Speakers-Compatible-Raspberry/dp/B07PPZYN7Y/ref=sr_1_265?keywords=4k+monitor&qid=1654371678&sr=8-265
"Acer Nitro VG270U Pbmiipx 27"" QHD 2560 x 1440 2K 144Hz Refresh Rate 1ms(VRB) Response Time 99% sRGB AMD FreeSync IPS Gam (Renewed)",,$329.00,0%,5.0 out of 5 stars,1,https://www.amazon.ca/Acer-Pbmiipx-Refresh-Response-FreeSync/dp/B09JRZ5R1G/ref=sr_1_266?keywords=4k+monitor&qid=1654371678&sr=8-266
"AOC CU34G2X 34 inch Curved Frameless Gaming Monitor, Ultrawide QHD 3440x1440, VA Panel, 1ms 144Hz FreeSync, 3-yr Zero Dead Pixels",,$703.70,0%,4.5 out of 5 stars,"21,988",https://www.amazon.ca/AOC-CU34G2X-Frameless-Immersive-Adjustable/dp/B07ZB2TNZZ/ref=sr_1_267?keywords=4k+monitor&qid=1654371678&sr=8-267
ViewSonic VX2718-2KPC-MHD 27 Inch WQHD 1440p 165Hz 1ms Curved Gaming Monitor with Adaptive-Sync Eye Care HDMI and Display Port,$376.99,$329.99,-12.47%,4.4 out of 5 stars,510,https://www.amazon.ca/ViewSonic-VX2718-2KPC-MHD-Monitor-Adaptive-Sync-Display/dp/B08DLC9HBG/ref=sr_1_268?keywords=4k+monitor&qid=1654371678&sr=8-268
"Portable Monitor,Bimawen 15.6"" Ultra Slim,FHD/HDR 1080p IPS Screen Compatible with Xbox,Switch,PC,Laptop,Raspberry Pi 4,PS3,PS4,Android Phone with Full Featured Type c and iPhoneSeries",,$249.00,0%,3.7 out of 5 stars,116,https://www.amazon.ca/Portable-Bimawen-Compatible-Raspberry-iPhoneSeries/dp/B08GPNT9Z1/ref=sr_1_269?keywords=4k+monitor&qid=1654371678&sr=8-269
"LG 34WP85CN-B 34 Inch QHD(3440 x 1440) Curved Monitor with UltraWide 5ms 60Hz Display, AMD FreeSync, USB Type C, Black",,$899.99,0%,No reviews,0,https://www.amazon.ca/LG-34WP85CN-B-Monitor-UltraWide-FreeSync/dp/B0B197JP35/ref=sr_1_270?keywords=4k+monitor&qid=1654371678&sr=8-270
"ASUS TUF Gaming 27” 1080P Monitor (VG279QR) - Full HD, IPS, 165Hz (Supports 144Hz), 1ms, Extreme Low Motion Blur, G-SYNC Compatible, Shadow Boost, VESA Mountable, DisplayPort, HDMI, Height Adjustable",,$399.99,0%,4.6 out of 5 stars,74,https://www.amazon.ca/ASUS-Gaming-1080P-Monitor-VG279QR/dp/B091D61MRH/ref=sr_1_271?keywords=4k+monitor&qid=1654371678&sr=8-271
"Planar Narrow Bezel Screen Led-Lit Monitor 24"" White (PXN2480MW-WH)",,$324.35,0%,4.6 out of 5 stars,6,https://www.amazon.ca/Planar-PXN2480MW-WH-SystemsInc-998-0411-00/dp/B00006HVEC/ref=sr_1_272?keywords=4k+monitor&qid=1654371678&sr=8-272
"Dell S3222HN 32-inch FHD 1920 x 1080 at 75Hz Curved Monitor, 1800R Curvature, 8ms Grey-to-Grey Response Time (Normal Mode), 16.7 Million Colors - Black",$519.51,$437.82,-15.72%,4.6 out of 5 stars,761,https://www.amazon.ca/Dell-S3222HN-32-inch-Curvature-Response/dp/B09DYVJS9Z/ref=sr_1_273?keywords=4k+monitor&qid=1654371678&sr=8-273
"ASUS ROG Swift 360Hz PG259QN 24.5” HDR Gaming Monitor, 1080P Full HD, Fast IPS, 1ms, G-SYNC, ULMB, Eye Care, HDMI, DisplayPort, USB, Ergonomic Design, VESA Wall Mountable, HDR10, World’s First 360Hz",,$699.99,0%,4.4 out of 5 stars,191,https://www.amazon.ca/PG259QN-Monitor-DisplayPort-Ergonomic-Mountable/dp/B08GL5TJQT/ref=sr_1_274?keywords=4k+monitor&qid=1654371678&sr=8-274
"ACER PG241Y PBIIPX 23.8"" Gaming Monitor (1920x1080), 165Hz (OC) 4000:1, 1ms (VRB), 250nits, 2XHDMI+DP+Audio Out",$220.90,$199.37,-9.75%,4.0 out of 5 stars,2,https://www.amazon.ca/PG241Y-PBIIPX-Gaming-Monitor-1920x1080/dp/B09TBJFG7K/ref=sr_1_275?keywords=4k+monitor&qid=1654371678&sr=8-275
"LG 24UD58-B 24"" 4K UHD IPS Monitor with FreeSync",,$579.99,0%,4.5 out of 5 stars,"1,620",https://www.amazon.ca/LG-24UD58-B-UHD-Monitor-FreeSync/dp/B01LPNKFK0/ref=sr_1_276?keywords=4k+monitor&qid=1654371678&sr=8-276
"Asus ZenScreen MB16AMT 15.6"" Full HD Portable Monitor Touch Screen HDMI with Foldable Smart Case, Dark Gray",,$505.99,0%,3.9 out of 5 stars,784,https://www.amazon.ca/Asus-ZenScreen-MB16AMT-Portable-Foldable/dp/B07WC2NL2G/ref=sr_1_277?keywords=4k+monitor&qid=1654371678&sr=8-277
"Monoprice Zero-G Curved Gaming Monitor - 27 Inch, 1500R, 2560x1440p, QHD, 144Hz, DisplayHDR 400, AMD FreeSync, VA, 16:9, 400 cd/m2",,$335.10,0%,5.0 out of 5 stars,2,https://www.amazon.ca/Monoprice-Zero-G-Curved-Gaming-Monitor/dp/B088LQL723/ref=sr_1_278?keywords=4k+monitor&qid=1654371678&sr=8-278
"ASUS 23.8” 1080P Monitor (VA247HE) - Full HD, IPS, 75Hz, Adaptive-Sync/FreeSync, Low Blue Light, Flicker Free, Eye Care Plus, VESA Mountable, Frameless, HDMI, DVI, VGA, Tilt Adjustable",,$196.32,0%,4.3 out of 5 stars,27,https://www.amazon.ca/ASUS-23-8-1080P-Monitor-VA247HE/dp/B09DHNBDGD/ref=sr_1_279?keywords=4k+monitor&qid=1654371678&sr=8-279
4K 13.3 Inch Portable Monitor Touchscreen 3840x2160 Auto-Rotating HDR FreeSync UHD USB-C Display with Kickstand Dual Type-C Mini HDMI Speakers for PS4 PS5 Xbox Switch Smart Phone Laptop PC,,$500.48,0%,2.0 out of 5 stars,1,https://www.amazon.ca/Portable-Touchscreen-3840x2160-Auto-Rotating-Kickstand/dp/B0936NL7FW/ref=sr_1_280?keywords=4k+monitor&qid=1654371678&sr=8-280
"ViewSonic Omni VX3268-2KPC-MHD 32 Inch Curved 1440p 1ms 144Hz Gaming Monitor with FreeSync Premium, Eye Care, HDMI and DisplayPort",,$399.99,0%,4.3 out of 5 stars,844,https://www.amazon.ca/ViewSonic-VX3268-2KPC-MHD-Monitor-FreeSync-Premium/dp/B08D5H24N8/ref=sr_1_281?keywords=4k+monitor&qid=1654371678&sr=8-281
"SAMSUNG 24 Inch QHD Computer Monitor, 75Hz, HDMI Monitor, Vertical Monitor, 1440p IPS Monitor, HDR10 (1 Billion Colors), TUV-Certified Intelligent Eye Care, S60A (LS24A600NWNXGO)",,$382.00,0%,3.8 out of 5 stars,32,https://www.amazon.ca/Computer-Vertical-TUV-Certified-Intelligent-LS24A600NWNXGO/dp/B08YGVZRBD/ref=sr_1_282?keywords=4k+monitor&qid=1654371678&sr=8-282
LG 32GN63T-B 32'' Ultragear QHD 165Hz HDR10 Monitor with NVIDIA G-SYNC Compatibility and AMD FreeSync Premium (Renewed),$336.39,$318.13,-5.43%,4.5 out of 5 stars,68,https://www.amazon.ca/LG-32GN63T-B-Ultragear-Compatibility-FreeSync/dp/B09J5J2457/ref=sr_1_283?keywords=4k+monitor&qid=1654371678&sr=8-283
"ASUS TUF Gaming VG259QM 24.5” Monitor, 1080P Full HD (1920 x 1080), Fast IPS, 280Hz (Supports 144Hz), G-SYNC Compatible, Extreme Low Motion Blur Sync, 1ms, DisplayHDR™ 400, Eye Care, DisplayPort HDMI",,$446.79,0%,4.6 out of 5 stars,819,https://www.amazon.ca/VG259QM-Supports-Compatible-DisplayHDRTM-DisplayPort/dp/B0876KP2CK/ref=sr_1_284?keywords=4k+monitor&qid=1654371678&sr=8-284
"VX2458-C-MHD - 24"" Curved 1080p 144hz 1ms FreeSync Premium Monitor",,$297.00,0%,4.3 out of 5 stars,"2,310",https://www.amazon.ca/ViewSonic-VX2458-C-MHD-Curved-Monitor-FreeSync/dp/B07H5GNR18/ref=sr_1_285?keywords=4k+monitor&qid=1654371678&sr=8-285
"4K Portable Monitor - CMac Tech 15.6'' 3840x2160 UHD 60 Hz, IPS Computer Display HDR Game Travel Monitor w/Speakers, VESA Mountable & Smart Cover for Laptop Xbox PS5 Switch PC Phone Mac",,$423.01,0%,No reviews,0,https://www.amazon.ca/4K-Portable-Monitor-3840x2160-Mountable/dp/B09XY5FBDB/ref=sr_1_286?keywords=4k+monitor&qid=1654371678&sr=8-286
"ASUS ProArt Display PA27UCX-K 27"" 4K HDR Mini LED Monitor, 97% DCI-P3 99.5% Adobe RGB 100% sRGB, DeltaE<1, IPS, USB-C HDMI DP, Calman Ready, Dolby Vision HDR10, 1000nits, w/X-rite Calibrator",,"$4,099.99",0%,3.2 out of 5 stars,8,https://www.amazon.ca/Asus-PA27UCX-K/dp/B088ML2BVG/ref=sr_1_287?keywords=4k+monitor&qid=1654371678&sr=8-287
"ASUS ROG Strix 31.5” 1440P Curved Gaming Monitor (XG32VC), QHD (2560 x 1440), 170Hz, 1ms, Extreme Low Motion Blur Sync, FreeSync Premium Pro, HDMI DisplayPort USB 3.0 Type C, 125% sRGB, DisplayHDR 400",,$658.98,0%,4.3 out of 5 stars,191,https://www.amazon.ca/XG32VC-Monitor-FreeSync-DisplayPort-DisplayHDR/dp/B08GL5DPJH/ref=sr_1_288?keywords=4k+monitor&qid=1654371678&sr=8-288
"Lenovo ThinkVision C27-30 27"" Full HD WLED LCD Monitor - 16:9 - Raven Black",$244.99,$218.99,-10.61%,4.3 out of 5 stars,14,https://www.amazon.ca/Lenovo-ThinkVision-C27-30-Full-Monitor/dp/B09BDC4KBZ/ref=sr_1_289?keywords=4k+monitor&qid=1654371678&sr=8-289
"ViewSonic VS2247-MH 22 Inch 1080p Monitor with 75 Hz, Adaptive Sync, Thin Bezels, Eye Care, HDMI, VGA Inputs for Home and Office",$204.03,$172.99,-15.21%,4.6 out of 5 stars,19,https://www.amazon.ca/ViewSonic-VS2247-MH-Monitor-Adaptive-Bezels/dp/B09JLGVL5K/ref=sr_1_290?keywords=4k+monitor&qid=1654371678&sr=8-290
"Philips Computer Monitors 322E1C 32"" Super-Curved Frameless Monitor, Full HD VA, 104% sRGB, Adaptive-Sync 75Hz, VESA, 4Yr Advance Replacement Warranty, Black/Silver",$319.99,$304.42,-4.87%,4.6 out of 5 stars,932,https://www.amazon.ca/Computer-Monitors-322E1C-Super-Curved-Adaptive-Sync/dp/B083FJ8TSJ/ref=sr_1_291?keywords=4k+monitor&qid=1654371678&sr=8-291
"LG Display 27BK430H-B, 27"" IPS 75Hz FreeSync 1920 x 1080 - FHD 16:9, 1K:1 - Contrast, 5MS GTG - Response, 1x VGA, 1x HDMI, W/Tilt Adjustment, Black",,$237.27,0%,No reviews,0,https://www.amazon.ca/LG-Display-27BK430H-B-75Hz-FreeSync/dp/B089J6KFM4/ref=sr_1_292?keywords=4k+monitor&qid=1654371678&sr=8-292
"Sceptre 32"" Curved 2K Gaming Monitor QHD 2560 x 1440 up to 165Hz 144Hz 1ms HDR400 400 Lux AMD FreeSync Premium, Height Adjustable DisplayPort HDMI Build-in Speakers Black 2021 (C325B-QWD168)",,$485.47,0%,4.4 out of 5 stars,53,https://www.amazon.ca/Sceptre-FreeSync-Adjustable-DisplayPort-C325B-QWD168/dp/B09C11G2YN/ref=sr_1_293?keywords=4k+monitor&qid=1654371678&sr=8-293
"Ever Lustre 15.6 Inch Portable Gaming Monitor 4K Touch Screen 3840x2160 UHD Display Screen for PS4, Xbox, Switch, Smart Phone, Laptop (Battery Monitor+case)",,$495.00,0%,3.7 out of 5 stars,20,https://www.amazon.ca/Portable-Monitor-3840x2160-Display-Battery/dp/B07TWVKJHD/ref=sr_1_294?keywords=4k+monitor&qid=1654371678&sr=8-294
"LG UltraWide 38WN95C Monitor with 1ms 144 Hz 38 Inch 21:9 IPS QHD+ Display, AMD Freesync G-Sync Compatible, Multitasking and Gaming, White",,"$2,076.42",0%,4.2 out of 5 stars,135,https://www.amazon.ca/LG-38WN95C-W-Inch-Curved-Connectivity/dp/B0892MHG9H/ref=sr_1_295?keywords=4k+monitor&qid=1654371678&sr=8-295
"ASUS ROG Strix 15.6” 1080P Portable Gaming Monitor (XG16AHP-W) - White, Full HD, 144Hz, IPS, G-SYNC Compatible, Built-in Battery, Kickstand, USB-C Power Delivery, Micro HDMI, ROG Tripod, for Console",$596.70,$537.28,-9.96%,3.2 out of 5 stars,12,https://www.amazon.ca/Portable-Gaming-Monitor-XG16AHP-W-Built/dp/B09GP71M3K/ref=sr_1_296?keywords=4k+monitor&qid=1654371678&sr=8-296
"ASUS ProArt Display 32” 1440P Monitor (PA328CGV) - QHD (2560 x 1440), IPS, 165Hz, 95% DCI-P3, 100% sRGB/Rec.709, ΔE < 2, Calman Verified, USB-C Power Delivery, DisplayPort, HDMI, USB 3.1 Hub, C-clamp",,"$1,005.99",0%,4.0 out of 5 stars,7,https://www.amazon.ca/ProArt-Display-1440P-Monitor-PA328CGV/dp/B09HDFLGKZ/ref=sr_1_293?keywords=4k+monitor&qid=1654371680&sr=8-293
"Dell Curved Gaming Monitor 34 Inch Curved Monitor with 144Hz Refresh Rate, WQHD (3440 x 1440) Display, Black - S3422DWG",,$735.27,0%,4.5 out of 5 stars,394,https://www.amazon.ca/Dell-S3422DWG-Curvature-Grey-Grey/dp/B095X7RV77/ref=sr_1_294?keywords=4k+monitor&qid=1654371680&sr=8-294
ViewSonic VG2755 27 Inch IPS 1080p Monitor with USB 3.1 Type C HDMI DisplayPort VGA and 40 Degree Tilt Ergonomics for Home and Office,,$382.99,0%,4.5 out of 5 stars,545,https://www.amazon.ca/ViewSonic-VG2755-Monitor-DisplayPort-Ergonomics/dp/B07JV8SVPF/ref=sr_1_295?keywords=4k+monitor&qid=1654371680&sr=8-295
Asus 27in WS 1920x1080 1MS VP278QG,,$314.55,0%,4.7 out of 5 stars,189,https://www.amazon.ca/Asus-27IN-1920X1080-1MS-VP278QG/dp/B0768N21RY/ref=sr_1_297?keywords=4k+monitor&qid=1654371680&sr=8-297
"ASUS ROG Strix 34” Ultra-Wide Gaming Monitor (XG349C) - UWQHD (3440 x 1440), 180Hz, 1ms, Extreme Low Motion Blur Sync, 135% sRGB, G-Sync Compatible, DisplayHDR 400, Eye Care, USB-C, DisplayPort, HDMI",,"$1,169.99",0%,4.4 out of 5 stars,55,https://www.amazon.ca/Strix-Ultra-Wide-Gaming-Monitor-XG349C/dp/B0966ZFKJK/ref=sr_1_298?keywords=4k+monitor&qid=1654371680&sr=8-298
"Portable Monitor-Bimawen 17.3“ Reduces Fatigue/Blue Light Source,USB Type-C,Mini HDMI,PS4/xBOX/Switch/PC/Mac/Full feature type c phone Compatible,FHD/HDR/1920 x 1080p,Built-in Speaker,IPS LCD Panel,Stand case",,$368.00,0%,4.2 out of 5 stars,73,https://www.amazon.ca/CHSZZP-12301-703-Portable-Monitor/dp/B0854FSXGS/ref=sr_1_300?keywords=4k+monitor&qid=1654371680&sr=8-300
HP 27m 27-inch Display (9UP91AA),,$299.00,0%,5.0 out of 5 stars,8,https://www.amazon.ca/HP-27m-27-inch-Display-9UP91AA/dp/B085VCWM9P/ref=sr_1_301?keywords=4k+monitor&qid=1654371680&sr=8-301
"ASUS VS228H-P 21.5"" Full HD 1920x1080 HDMI DVI VGA Back-lit LED Monitor",,$179.99,0%,4.3 out of 5 stars,"4,738",https://www.amazon.ca/ASUS-VS228H-P-1920x1080-Back-lit-Monitor/dp/B005BZNDOO/ref=sr_1_302?keywords=4k+monitor&qid=1654371680&sr=8-302
"Touchscreen Monitor, 12 Inch Pos Touchscreen Monitor with Built-in Speakers 800x600 Pos Systems for Restaurants PC Cashier Bar Point of Sale Cashier Coffee Store PC Touchscreen Display VGA USB",,$245.99,0%,3.4 out of 5 stars,61,https://www.amazon.ca/Touchscreen-Monitor-Computer-Cashier-Restaurant/dp/B075CJDGX6/ref=sr_1_303?keywords=4k+monitor&qid=1654371680&sr=8-303
"ASUS TUF Gaming 23.8” 1080P Monitor (VG247Q1A) - Full HD, 165Hz (Supports 144Hz), 1ms, Extreme Low Motion Blur, Adaptive-sync, FreeSync Premium, Shadow Boost, Speakers, Eye Care, HDMI, DisplayPort",,$269.00,0%,4.5 out of 5 stars,60,https://www.amazon.ca/Asus-VG247Q1A-ASUS/dp/B0997NRZ3F/ref=sr_1_304?keywords=4k+monitor&qid=1654371680&sr=8-304
"Lenovo G34w-10 34-Inch WQHD Curved Gaming Monitor, 21:9 Ultra-Wide, 3 Side NearEdgeless, AMD FreeSync, 144Hz, HDMI, DP, Adjustable Stand, VESA",,$545.99,0%,4.2 out of 5 stars,376,https://www.amazon.ca/Lenovo-G34w-10-34-Inch-Curved-Monitor/dp/B084R2XYM9/ref=sr_1_305?keywords=4k+monitor&qid=1654371680&sr=8-305
"LG 27GL63T Ultragear 27"" Class FHD IPS G-Sync Compatible Gaming Monitor (Renewed)",,$299.91,0%,4.5 out of 5 stars,218,https://www.amazon.ca/LG-Ultragear-Compatible-Monitor-Renewed/dp/B08288169G/ref=sr_1_306?keywords=4k+monitor&qid=1654371680&sr=8-306
