,Unnamed: 0,Organisation,Location,Date,Detail,Rocket_Status,Price,Mission_Status
3587,3587,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Tue Feb 25, 1969 01:29 UTC",Atlas-SLV3C Centaur-D | Mariner 6,StatusRetired,,Success
3588,3588,RVSN USSR,"Site 110/38, Baikonur Cosmodrome, Kazakhstan","Fri Feb 21, 1969 09:18 UTC",N1-L3 | 3L (Zond L1S-1),StatusRetired,,Failure
3589,3589,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Feb 19, 1969 06:48 UTC",Proton K/Block D | Luna-15a,StatusRetired,,Failure
3590,3590,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Sun Feb 09, 1969 21:09 UTC",Titan IIIC | OPS-0757 (Tacsat),StatusRetired,,Success
3591,3591,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Feb 07, 1969 13:59 UTC",Cosmos-2I (63SM) | Cosmos 265,StatusRetired,,Success
3592,3592,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Feb 01, 1969 12:11 UTC",Vostok-2M | Meteor n†­11,StatusRetired,,Failure
3593,3593,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Sat Jan 25, 1969 11:14 UTC",Tsyklon-2A | US-A n†­5,StatusRetired,,Failure
3594,3594,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Jan 23, 1969 09:15 UTC",Voskhod | Cosmos 264,StatusRetired,,Success
3595,3595,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Jan 22, 1969 19:10 UTC",Titan IIIB | OPS 7585,StatusRetired,59.0,Success
3596,3596,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Mon Jan 20, 1969 04:14 UTC",Proton K/Block D | Zond,StatusRetired,,Failure
3597,3597,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Jan 15, 1969 07:04 UTC",Soyuz | Soyuz 5,StatusRetired,,Success
3598,3598,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jan 14, 1969 07:30 UTC",Soyuz | Soyuz 4,StatusRetired,,Success
3599,3599,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sun Jan 12, 1969 12:10 UTC",Voskhod | Cosmos 263,StatusRetired,,Success
3600,3600,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jan 10, 1969 05:51 UTC",Molniya-M /Block VL | Venera 6,StatusRetired,,Success
3601,3601,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Jan 05, 1969 06:28 UTC",Molniya-M /Block VL | Venera 5,StatusRetired,,Success
3602,3602,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Thu Dec 26, 1968 09:45 UTC",Cosmos-2I (63SM) | Cosmos 262,StatusRetired,,Success
3603,3603,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Sat Dec 21, 1968 12:51 UTC",Saturn V | Apollo 8,StatusRetired,"1,160.0",Success
3604,3604,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Dec 19, 1968 23:55 UTC",Cosmos-2I (63SM) | Cosmos 261,StatusRetired,,Success
3605,3605,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Dec 16, 1968 09:15 UTC",Molniya-M /Block L | Cosmos 260,StatusRetired,,Success
3606,3606,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Sat Dec 14, 1968 05:09 UTC",Cosmos-2I (63SM) | Cosmos 259,StatusRetired,,Success
3607,3607,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Dec 10, 1968 08:25 UTC",Voskhod | Cosmos 258,StatusRetired,,Success
3608,3608,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Sat Dec 07, 1968 08:40 UTC",Atlas-SLV3C Centaur-D | OAO-2,StatusRetired,,Success
3609,3609,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Dec 04, 1968 19:23 UTC",Titan IIIB | OPS 6518,StatusRetired,59.0,Success
3610,3610,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Dec 03, 1968 14:52 UTC",Cosmos-2I (63SM) | Cosmos 257,StatusRetired,,Success
3611,3611,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Sat Nov 30, 1968 12:00 UTC",Cosmos-3M (11K65M) | Cosmos 256,StatusRetired,,Success
3612,3612,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Nov 29, 1968 12:40 UTC",Voskhod | Cosmos 255,StatusRetired,,Success
3613,3613,CECLES,"LA-5B, RAAF Woomera Range Complex, Australia","Fri Nov 29, 1968 09:47 UTC",Europa 1 | STV-1,StatusRetired,,Success
3614,3614,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Nov 21, 1968 12:10 UTC",Voskhod | Cosmos 254,StatusRetired,,Success
3615,3615,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Sat Nov 16, 1968 11:40 UTC",Proton K | Proton-4,StatusRetired,,Success
3616,3616,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Nov 13, 1968 12:00 UTC",Voskhod | Cosmos 253,StatusRetired,,Success
3617,3617,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Sun Nov 10, 1968 19:11 UTC",Proton K/Block D | Zond-6,StatusRetired,,Success
3618,3618,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Nov 06, 1968 19:10 UTC",Titan IIIB | OPS 5296,StatusRetired,59.0,Success
3619,3619,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri Nov 01, 1968 00:27 UTC",Tsyklon-2A | Cosmos 252,StatusRetired,,Success
3620,3620,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Oct 31, 1968 09:14 UTC",Voskhod | Cosmos 251,StatusRetired,,Success
3621,3621,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Oct 30, 1968 22:00 UTC",Cosmos-3M (11K65M) | Cosmos 250,StatusRetired,,Success
3622,3622,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Oct 26, 1968 08:34 UTC",Soyuz | Soyuz 3,StatusRetired,,Success
3623,3623,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 25, 1968 09:00 UTC",Soyuz | Soyuz 2,StatusRetired,,Success
3624,3624,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Sun Oct 20, 1968 04:02 UTC",Tsyklon-2A | Cosmos 249,StatusRetired,,Success
3625,3625,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Sat Oct 19, 1968 04:20 UTC",Tsyklon-2A | Cosmos 248,StatusRetired,,Success
3626,3626,NASA,"LC-34, Cape Canaveral AFS, Florida, USA","Fri Oct 11, 1968 15:02 UTC",Saturn IB | Apollo 7,StatusRetired,,Success
3627,3627,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Oct 11, 1968 12:05 UTC",Voskhod | Cosmos 247,StatusRetired,,Success
3628,3628,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Oct 07, 1968 12:05 UTC",Voskhod | Cosmos 246,StatusRetired,,Partial Failure
3629,3629,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Oct 05, 1968 00:32 UTC",Molniya-M /Block L | Molniya-1 n†­14,StatusRetired,,Success
3630,3630,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Oct 03, 1968 12:59 UTC",Cosmos-2I (63SM) | Cosmos 245,StatusRetired,,Success
3631,3631,RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan","Wed Oct 02, 1968 13:35 UTC",Tsyklon | Cosmos 244,StatusRetired,,Success
3632,3632,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Sep 26, 1968 07:37 UTC","Titan IIIC | LES-6, OV2-5, OV5-2, OV5-4",StatusRetired,,Success
3633,3633,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Sep 23, 1968 07:39 UTC",Voskhod | Cosmos 243,StatusRetired,,Success
3634,3634,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Sep 20, 1968 14:39 UTC",Cosmos-2I (63SM) | Cosmos 242,StatusRetired,,Success
3635,3635,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Sep 16, 1968 12:30 UTC",Voskhod | Cosmos 241,StatusRetired,,Success
3636,3636,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Sat Sep 14, 1968 21:42 UTC",Proton K/Block D | Zond-5,StatusRetired,,Success
3637,3637,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Sep 14, 1968 16:50 UTC",Voskhod | Cosmos 240,StatusRetired,,Success
3638,3638,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Sep 05, 1968 07:00 UTC",Voskhod | Cosmos 239,StatusRetired,,Success
3639,3639,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Aug 28, 1968 10:04 UTC",Soyuz | Cosmos 238,StatusRetired,,Success
3640,3640,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Aug 27, 1968 12:59 UTC",Voskhod | Cosmos 237,StatusRetired,,Success
3641,3641,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Tue Aug 27, 1968 11:29 UTC",Cosmos-3 (11K65) | Cosmos 236,StatusRetired,,Success
3642,3642,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Fri Aug 16, 1968 20:57 UTC",Atlas-SLV3 Burner-2 | STP P68-1,StatusRetired,,Failure
3643,3643,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Sat Aug 10, 1968 22:33 UTC",Atlas-SLV3C Centaur-D | ATS-4,StatusRetired,,Partial Failure
3644,3644,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Aug 09, 1968 07:00 UTC",Voskhod | Cosmos 235,StatusRetired,,Success
3645,3645,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Aug 06, 1968 18:30 UTC",Titan IIIB | OPS 5247,StatusRetired,59.0,Success
3646,3646,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Aug 06, 1968 16:33 UTC",Titan IIIB | OPS 5187,StatusRetired,59.0,Success
3647,3647,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Tue Aug 06, 1968 11:08 UTC",Atlas-SLV3A Agena-D | Canyon 1 (AFP-827),StatusRetired,,Success
3648,3648,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jul 30, 1968 07:00 UTC",Voskhod | Cosmos 234,StatusRetired,,Success
3649,3649,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Jul 18, 1968 19:59 UTC",Cosmos-2I (63SM) | Cosmos 233,StatusRetired,,Success
3650,3650,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Jul 16, 1968 13:10 UTC",Voskhod | Cosmos 232,StatusRetired,,Success
3651,3651,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA","Thu Jul 11, 1968 19:30 UTC",Atlas-E/F OV1 | OV1-15/OV1-16,StatusRetired,,Success
3652,3652,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jul 10, 1968 19:49 UTC",Voskhod | Cosmos 231,StatusRetired,,Success
3653,3653,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 05, 1968 15:25 UTC",Molniya-M /Block L | Molniya-1 n†­13,StatusRetired,,Success
3654,3654,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Jul 05, 1968 06:59 UTC",Cosmos-2I (63SM) | Cosmos 230,StatusRetired,,Success
3655,3655,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Jun 26, 1968 11:00 UTC",Voskhod | Cosmos 229,StatusRetired,,Success
3656,3656,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jun 21, 1968 12:00 UTC",Voskhod | Cosmos 228,StatusRetired,,Success
3657,3657,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jun 18, 1968 16:15 UTC",Voskhod | Cosmos 227,StatusRetired,,Success
3658,3658,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Sat Jun 15, 1968",Cosmos-3 (11K65) | Strela-2 #4,StatusRetired,,Failure
3659,3659,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Jun 13, 1968 14:03 UTC",Titan IIIC | OPS 9341-9348,StatusRetired,,Success
3660,3660,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Jun 12, 1968 13:14 UTC",Vostok-2M | Cosmos 226,StatusRetired,,Success
3661,3661,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Jun 11, 1968 21:29 UTC",Cosmos-2I (63SM) | Cosmos 225,StatusRetired,,Success
3662,3662,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Jun 05, 1968 17:31 UTC",Titan IIIB | OPS 5138,StatusRetired,59.0,Success
3663,3663,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Jun 04, 1968 18:45 UTC",Cosmos-3M (11K65M) | Sfera #2,StatusRetired,,Failure
3664,3664,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jun 04, 1968 06:45 UTC",Voskhod | Cosmos 224,StatusRetired,,Success
3665,3665,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Jun 01, 1968 10:50 UTC",Voskhod | Cosmos 223,StatusRetired,,Success
3666,3666,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu May 30, 1968 20:29 UTC",Cosmos-2I (63SM) | Cosmos 222,StatusRetired,,Success
3667,3667,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri May 24, 1968 07:04 UTC",Cosmos-2I (63SM) | Cosmos 221,StatusRetired,,Success
3668,3668,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue May 07, 1968 13:57 UTC",Cosmos-3M (11K65M) | Cosmos 220,StatusRetired,,Success
3669,3669,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Apr 26, 1968 04:42 UTC",Cosmos-2I (63SM) | Cosmos 219,StatusRetired,,Success
3670,3670,RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan","Thu Apr 25, 1968 00:45 UTC",Tsyklon | Cosmos 218,StatusRetired,,Success
3671,3671,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Wed Apr 24, 1968 16:00 UTC",Tsyklon-2A | Cosmos 217,StatusRetired,,Partial Failure
3672,3672,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Mon Apr 22, 1968 23:01 UTC",Proton K/Block D | Zond,StatusRetired,,Failure
3673,3673,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Apr 21, 1968 04:20 UTC",Molniya-M /Block L | Molniya-1 n†­10,StatusRetired,,Success
3674,3674,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Apr 20, 1968 10:30 UTC",Voskhod | Cosmos 216,StatusRetired,,Success
3675,3675,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Thu Apr 18, 1968 22:29 UTC",Cosmos-2I (63SM) | Cosmos 215,StatusRetired,,Success
3676,3676,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Apr 18, 1968 10:30 UTC",Voskhod | Cosmos 214,StatusRetired,,Success
3677,3677,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Apr 17, 1968 17:00 UTC",Titan IIIB | OPS 5105,StatusRetired,59.0,Success
3678,3678,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Apr 15, 1968 09:34 UTC",Soyuz | Cosmos 213,StatusRetired,,Success
3679,3679,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sun Apr 14, 1968 10:00 UTC",Soyuz | Cosmos 212,StatusRetired,,Success
3680,3680,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Apr 09, 1968 11:26 UTC",Cosmos-2I (63SM) | Cosmos 211,StatusRetired,,Success
3681,3681,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Apr 07, 1968 10:09 UTC",Molniya-M /Block L | Luna 14,StatusRetired,,Success
3682,3682,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA","Sat Apr 06, 1968 09:59 UTC",Atlas-E/F OV1 | OV1-13/OV1-14,StatusRetired,,Success
3683,3683,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Apr 04, 1968 12:00 UTC",Saturn V | Apollo 6,StatusRetired,"1,160.0",Partial Failure
3684,3684,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Apr 03, 1968 11:00 UTC",Voskhod | Cosmos 210,StatusRetired,,Success
3685,3685,OKB-586,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Thu Mar 28, 1968",Cosmos-3 (11K65) | VKZ,StatusRetired,,Success
3686,3686,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Fri Mar 22, 1968 09:30 UTC",Tsyklon-2A | Cosmos 209,StatusRetired,,Success
3687,3687,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Mar 21, 1968 09:50 UTC",Voskhod | Cosmos 208,StatusRetired,,Success
3688,3688,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Mar 16, 1968 12:30 UTC",Voskhod | Cosmos 207,StatusRetired,,Success
3689,3689,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Mar 14, 1968 09:34 UTC",Vostok-2M | Cosmos 206,StatusRetired,,Success
3690,3690,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Mar 13, 1968 19:55 UTC",Titan IIIB | OPS 5057,StatusRetired,59.0,Success
3691,3691,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Wed Mar 06, 1968",Cosmos-2I (63SM) | DS-U1-Ya #1,StatusRetired,,Failure
3692,3692,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Mar 05, 1968 12:30 UTC",Voskhod | Cosmos 205,StatusRetired,,Success
3693,3693,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Mar 05, 1968 11:20 UTC",Cosmos-2I (63SM) | Cosmos 204,StatusRetired,,Success
3694,3694,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Mon Mar 04, 1968 13:06 UTC",Atlas-SLV3A Agena-D | OGO-5,StatusRetired,,Success
3695,3695,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Sat Mar 02, 1968 18:29 UTC",Proton K/Block D | Zond-4,StatusRetired,,Partial Failure
3696,3696,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Feb 20, 1968 16:00 UTC",Cosmos-3M (11K65M) | Cosmos 203,StatusRetired,,Success
3697,3697,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Feb 20, 1968 10:03 UTC",Cosmos-2I (63SM) | Cosmos 202,StatusRetired,,Success
3698,3698,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Feb 07, 1968 10:43 UTC",Molniya-M /Block L | E-6LS n†­112,StatusRetired,,Failure
3699,3699,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Feb 06, 1968 08:00 UTC",Voskhod | Cosmos 201,StatusRetired,,Success
3700,3700,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Mon Jan 22, 1968 22:48 UTC",Saturn IB | Apollo 5,StatusRetired,,Success
3701,3701,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Jan 19, 1968 22:00 UTC",Cosmos-3M (11K65M) | Cosmos 200,StatusRetired,,Success
3702,3702,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Thu Jan 18, 1968 19:04 UTC",Titan IIIB | OPS 5028,StatusRetired,59.0,Success
3703,3703,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Jan 16, 1968 12:00 UTC",Voskhod | Cosmos 199,StatusRetired,,Success
3704,3704,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Sun Jan 07, 1968 06:30 UTC",Atlas-SLV3C Centaur-D | Surveyor 7,StatusRetired,,Success
3705,3705,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Wed Dec 27, 1967 11:28 UTC",Tsyklon-2A | Cosmos 198,StatusRetired,,Success
3706,3706,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Dec 26, 1967 09:01 UTC",Cosmos-2I (63SM) | Cosmos 197,StatusRetired,,Success
3707,3707,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Dec 19, 1967 06:30 UTC",Cosmos-2I (63S1) | Cosmos 196,StatusRetired,,Success
3708,3708,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Dec 16, 1967 12:00 UTC",Voskhod | Cosmos 195,StatusRetired,,Success
3709,3709,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Dec 05, 1967 18:45 UTC",Titan IIIB | OPS 5000,StatusRetired,59.0,Success
3710,3710,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sun Dec 03, 1967 12:00 UTC",Voskhod | Cosmos 194,StatusRetired,,Success
3711,3711,AMBA,"LA-5B, RAAF Woomera Range Complex, Australia","Wed Nov 29, 1967",Redstone Sparta | WRESAT,StatusRetired,,Success
3712,3712,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Nov 25, 1967 11:30 UTC",Voskhod | Cosmos 193,StatusRetired,,Success
3713,3713,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Nov 23, 1967 15:00 UTC",Cosmos-3M (11K65M) | Cosmos 192,StatusRetired,,Success
3714,3714,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Nov 22, 1967 19:07 UTC",Proton K/Block D | Zond,StatusRetired,,Failure
3715,3715,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Nov 21, 1967 14:29 UTC",Cosmos-2I (63SM) | Cosmos 191,StatusRetired,,Success
3716,3716,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Nov 09, 1967 12:00 UTC",Saturn V | Apollo 4,StatusRetired,"1,160.0",Success
3717,3717,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Tue Nov 07, 1967 07:39 UTC",Atlas-SLV3C Centaur-D | Surveyor 6,StatusRetired,,Success
3718,3718,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Sun Nov 05, 1967 23:37 UTC",Atlas-SLV3 Agena-D | ATS-3,StatusRetired,,Success
3719,3719,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Nov 03, 1967 11:20 UTC",Voskhod | Cosmos 190,StatusRetired,,Success
3720,3720,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Mon Oct 30, 1967 18:00 UTC",Cosmos-3M (11K65M) | Cosmos 189,StatusRetired,,Success
3721,3721,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Oct 30, 1967 08:12 UTC",Soyuz | Cosmos 188,StatusRetired,,Success
3722,3722,RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan","Sat Oct 28, 1967 13:15 UTC",Tsyklon | Cosmos 187,StatusRetired,,Success
3723,3723,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Oct 27, 1967 09:29 UTC",Soyuz | Cosmos 186,StatusRetired,,Success
3724,3724,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Fri Oct 27, 1967 02:21 UTC",Tsyklon-2A | Cosmos 185,StatusRetired,,Success
3725,3725,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Oct 25, 1967 19:15 UTC",Titan IIIB | OPS 4995,StatusRetired,59.0,Success
3726,3726,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Oct 24, 1967 22:49 UTC",Vostok-2M | Cosmos 184,StatusRetired,,Success
3727,3727,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Oct 22, 1967 08:40 UTC",Molniya | Molniya-1 n†­12,StatusRetired,,Success
3728,3728,RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan","Wed Oct 18, 1967 13:30 UTC",Tsyklon | Cosmos 183,StatusRetired,,Success
3729,3729,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Oct 16, 1967 08:00 UTC",Voskhod | Cosmos 182,StatusRetired,,Success
3730,3730,OKB-586,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Thu Oct 12, 1967 14:15 UTC",Cosmos-3 (11K65) | VKZ,StatusRetired,,Success
3731,3731,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Oct 11, 1967 11:30 UTC",Voskhod | Cosmos 181,StatusRetired,,Success
3732,3732,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Oct 03, 1967 05:00 UTC",Molniya | Molniya-1 n†­9,StatusRetired,,Success
3733,3733,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Wed Sep 27, 1967 21:11 UTC",Proton K/Block D | Zond,StatusRetired,,Failure
3734,3734,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Sep 27, 1967 11:00 UTC",Cosmos-3M (11K65M) | Zaliv #2,StatusRetired,,Failure
3735,3735,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Sep 26, 1967 10:20 UTC",Voskhod | Cosmos 180,StatusRetired,,Success
3736,3736,RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan","Fri Sep 22, 1967 14:05 UTC",Tsyklon | Cosmos 179,StatusRetired,,Success
3737,3737,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Sep 19, 1967 18:28 UTC",Titan IIIB | OPS 4941,StatusRetired,59.0,Success
3738,3738,RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan","Tue Sep 19, 1967 14:45 UTC",Tsyklon | Cosmos 178,StatusRetired,,Success
3739,3739,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Sep 16, 1967 06:06 UTC",Voskhod | Cosmos 177,StatusRetired,,Success
3740,3740,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Sep 12, 1967 17:00 UTC",Cosmos-2I (63SM) | Cosmos 176,StatusRetired,,Success
3741,3741,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Sep 11, 1967 10:30 UTC",Voskhod | Cosmos 175,StatusRetired,,Success
